5.827482	6.635164	7.420401	1.861425	9.672298	9.964770	5.224545	5.415921	0.531435	6.338264	2.304236	3.530096	3.265763	4.483668	6.401569	6.605911	2.178800	3.521133	5.220596	8.171057	0.018832	7.160227	5.197286	5.589225	
4.972167	2.717192	6.644467	6.142950	1.684762	0.263362	0.186265	9.430785	8.217222	8.609530	4.914510	5.048122	7.224885	2.584757	9.013944	0.701881	2.718554	8.807837	7.345168	2.321792	2.596564	0.113768	6.426598	1.631047	
6.542744	9.835297	1.869003	9.880529	5.834212	5.117030	3.122817	0.922424	1.273548	4.875031	0.790230	5.125372	1.278524	8.901904	0.019758	1.437228	7.199817	1.124940	1.234039	8.989719	5.401608	1.430248	2.575593	7.691120	
0.603166	2.064977	1.282158	5.827742	4.726116	4.133100	9.096568	0.502147	0.527346	5.209769	6.729359	1.899033	7.555003	8.974579	3.934148	5.134084	1.542924	4.085938	8.859476	4.032504	5.987357	4.247602	2.654292	3.656098	
2.691256	2.033665	3.313982	4.907661	4.633336	9.474196	7.644585	9.141336	8.505249	8.219513	7.320504	6.124552	5.089349	1.112908	0.626091	6.023821	9.310926	6.485069	1.210509	5.214895	0.759081	6.107870	9.875963	5.613212	
0.747256	8.071900	1.171904	0.027131	8.293436	0.543744	6.574671	4.284172	8.425151	6.522891	7.794197	8.025443	1.218418	2.502502	3.658043	8.214149	5.522471	2.889446	7.561973	0.578038	5.622523	2.118722	3.716463	3.634567	
6.789640	4.845571	9.359376	8.843871	3.559237	9.363882	0.481260	8.350269	8.610365	7.565785	3.872001	4.366432	3.962407	7.592845	8.254557	6.726017	8.241251	0.287107	9.451716	9.783031	6.814757	8.285249	4.007481	6.608854	
2.452543	0.810045	6.759043	6.881533	5.216498	1.504773	1.531448	7.055261	3.458742	5.151514	9.514487	2.868168	0.148395	5.416512	6.605431	0.358673	7.394093	4.330108	3.123201	4.260053	2.003224	3.951889	3.909694	3.237450	
6.591313	9.716525	9.768327	2.717792	7.851660	3.937157	3.274293	3.245608	6.590738	6.577710	8.963513	7.970095	9.096007	6.177455	2.490299	6.164187	8.013867	1.372730	4.619596	9.378426	1.459397	6.043579	9.479341	7.019026	
6.048794	1.950872	8.423405	5.032205	3.391794	5.959152	3.960802	1.392675	9.904387	0.566549	4.238396	1.590524	5.873189	8.285310	4.118025	0.952878	8.892542	3.550428	2.581468	6.135046	0.839422	3.977582	8.617279	6.645422	
0.520980	2.742684	9.452039	0.280208	1.594319	9.430208	6.777694	9.237071	8.617035	9.918960	2.553451	7.428649	6.578636	5.489776	0.891123	1.091205	4.883137	6.590873	0.360271	2.242387	8.333265	7.372900	0.020717	3.930103	
8.547496	6.879757	7.187324	7.545602	8.043326	9.356183	8.691958	7.885666	9.158539	8.065661	8.999594	4.864025	3.337687	3.899619	6.519618	7.270832	2.804608	1.565512	0.708874	4.032461	3.299500	4.386035	4.866917	8.977904	

121.267282
