5.788238	6.209903	1.620467	6.622816	1.622327	6.466749	1.295722	3.461048	2.495964	5.688285	9.644393	3.104820	1.019510	1.041254	2.450580	6.723667	3.086021	5.167030	2.248661	3.145422	5.498746	8.437738	3.977448	5.136542	1.336695	6.671900	1.704187	5.354844	4.330017	3.876035	3.715870	1.825699	
7.759746	7.351948	1.958010	9.615589	6.983314	5.719662	9.549140	2.921713	8.941581	0.573181	2.783528	6.441491	5.744490	7.873622	0.827188	4.187014	8.604706	9.794048	4.491351	2.359897	1.169140	2.392639	5.008962	0.283242	0.419229	0.494728	8.962125	7.352384	1.065025	8.877246	2.744041	0.580297	
8.616599	4.371197	4.209897	1.552184	8.516730	3.651983	3.955815	8.385665	8.431458	0.365405	2.932025	2.270677	3.347958	8.577595	7.195467	9.509398	2.190700	0.103934	8.201808	3.443469	4.672377	2.158503	8.669870	2.892610	8.524708	6.011698	4.115728	6.164576	4.597039	9.222107	2.841226	0.023049	
5.563655	0.209157	0.104924	6.162295	8.235289	1.608217	1.977957	7.278365	7.569067	0.739873	8.734459	5.993887	6.829740	5.618476	1.705730	2.717832	6.179155	4.365380	9.440286	1.362842	6.501116	0.229381	2.473037	4.898504	9.715502	3.807427	1.517200	7.146410	1.016482	8.027296	7.722397	0.766600	
6.077842	6.235024	5.086712	4.249356	8.491312	1.091948	1.696164	4.058591	9.792637	8.993635	0.482630	4.650024	5.431801	9.301372	8.917117	9.303560	6.164061	1.924040	1.241986	2.936349	2.217079	2.537753	7.069759	8.337235	9.181865	6.082673	2.942354	9.420762	0.423753	6.837436	5.945352	1.744149	
8.565402	3.644505	8.645398	7.349715	0.277216	9.882293	2.125295	7.885267	3.427160	2.311813	5.103024	8.562736	6.129516	2.129846	4.802372	3.124157	9.785051	9.078455	9.064527	4.171022	3.897917	0.560962	5.633841	7.521606	8.776302	7.740385	0.272597	1.468724	3.845070	7.201729	4.949824	6.519532	
1.122835	7.835978	6.701274	5.560886	9.475278	9.045995	1.993046	0.739846	7.701354	4.319686	4.753513	2.662399	1.420601	8.935263	8.868989	9.965104	5.950837	6.746597	3.014302	2.602893	9.029458	2.416271	7.115321	6.600046	1.641624	7.252679	9.691526	8.569754	5.767531	0.327449	3.254792	9.405033	
9.852314	2.690047	8.608079	6.433663	8.570290	8.818922	4.943550	8.321269	6.845842	5.330879	2.156313	5.055045	7.904961	3.142894	6.664437	5.464707	5.008319	5.247474	8.498955	6.660651	5.756998	5.557995	2.249088	8.748505	8.887015	7.360265	7.762650	9.288574	7.877053	3.699591	8.420642	8.987763	
8.076313	8.583597	6.080855	9.945476	2.175457	6.239347	3.028306	2.985987	8.019164	6.792765	3.234544	3.361986	8.755935	3.051289	2.219097	8.792648	6.804504	0.450852	6.890052	5.686786	1.850390	4.716496	7.033778	9.275921	2.894613	6.898504	0.199572	7.192486	6.447219	9.715190	7.225834	2.439320	
8.750068	6.982648	8.467013	1.272926	2.371860	3.271962	2.456704	1.919913	1.021379	9.479849	7.822248	2.433377	1.911366	8.154449	4.555061	1.631158	7.107364	8.958777	3.441792	9.060178	4.191532	2.322346	5.629788	3.821509	3.726007	9.715503	1.776022	5.814773	2.500968	0.625425	4.735015	3.489097	
6.095139	5.674425	5.433584	8.699413	3.214539	3.021046	0.649496	6.770723	7.732182	3.389040	7.287155	5.506014	3.969385	0.012999	5.164368	5.826841	1.075748	6.797906	7.964999	4.157417	4.293512	1.563014	7.306421	7.148108	2.716193	8.796129	2.769667	8.579788	9.816963	8.904253	4.283770	7.465521	
5.507691	5.236076	5.998700	1.838343	9.136570	6.075470	2.710388	6.007551	4.458955	0.102521	6.439482	9.292689	0.772753	9.499796	9.175752	2.051541	1.034995	1.285797	9.261223	8.019789	5.983308	1.529733	2.680135	6.182290	4.477237	0.067816	6.662778	8.243485	3.071928	7.793862	5.854512	3.085877	
7.041647	6.073630	0.447828	7.481349	1.542972	3.441494	4.807510	0.386824	0.751232	3.595464	8.014804	8.962960	0.426750	5.553110	5.992957	1.201475	0.056015	4.512009	8.655854	0.415135	6.518407	9.961431	8.853199	9.157804	4.877358	5.227506	1.921656	0.695579	4.268061	5.023953	4.113039	0.170007	
1.463597	5.157078	6.294785	4.229438	5.578444	9.105770	0.926873	0.301605	5.569599	9.050961	2.556050	8.478040	6.009788	9.540884	8.257911	1.650546	1.756673	9.141853	1.945762	5.087990	2.605806	9.603833	6.473942	6.644864	3.180975	3.753954	4.879303	8.659825	3.794486	3.167644	3.230811	2.369848	
5.189512	1.595312	8.841744	0.924299	4.601028	0.562152	6.062185	6.377735	0.738614	6.093783	9.575935	7.897866	6.864373	3.308084	8.054684	5.143303	5.695688	1.937390	4.925150	0.463291	7.164042	9.140455	2.304802	6.636058	2.193553	0.225361	1.089045	3.438258	8.589263	8.817269	9.124163	5.503263	
1.552480	8.750209	9.021879	2.210654	7.567869	1.278939	4.200864	0.621700	3.410378	3.694903	7.483390	7.557137	3.633743	4.763815	6.872349	5.684631	8.959042	0.538866	3.444498	9.475169	0.144292	7.879834	4.719412	4.111987	1.317240	8.565011	9.894083	4.133889	0.800346	5.333643	7.903208	5.364439	
7.362719	7.996544	7.687209	5.486219	0.797873	1.981564	3.492096	1.359244	8.938845	4.365757	5.308981	2.432484	3.784474	8.041841	6.823847	9.788191	1.018826	0.442704	5.279728	2.255712	6.528401	9.475190	4.721665	7.355632	8.156896	3.087078	6.706777	6.736017	2.615945	4.379196	1.608141	5.609966	
6.893758	4.637874	9.952460	7.636013	7.243392	6.580325	1.035513	6.216071	7.045726	6.090761	5.794300	5.262084	6.976204	3.799754	4.960005	9.764157	0.164167	3.580136	7.949659	4.508294	5.366705	7.394573	3.303648	4.989721	7.956527	5.406719	6.840337	3.617886	1.078858	6.090596	5.767457	6.326308	
1.019661	7.182138	8.783836	1.994897	1.026154	7.639951	4.315592	5.900831	7.029970	0.929834	7.041959	5.753705	7.304835	4.090911	1.073427	8.398972	3.399906	5.220051	0.071654	0.479612	1.829148	8.812341	4.198597	0.783948	2.129775	0.029488	7.594715	2.029810	8.341771	6.328372	6.637699	2.740855	
8.884663	7.428427	8.617843	1.757894	3.962774	8.201591	9.828199	4.312182	6.650020	3.908318	9.477218	6.387375	6.300507	7.047303	9.554025	5.554806	5.878071	7.777778	2.045772	2.415485	5.649477	3.050605	3.857141	2.701917	4.100044	2.010954	8.827536	7.029011	4.311495	6.088480	5.259109	3.177046	
4.802086	1.322375	1.013061	0.569821	1.022914	6.395113	4.809341	1.201437	8.730242	4.741872	0.538342	8.094691	0.934930	4.151382	1.955427	3.439854	0.370270	9.737740	2.121641	7.083489	0.899845	4.493667	0.519336	2.252171	5.918546	1.347780	0.134008	2.921986	1.097796	4.540979	8.380308	3.139050	
1.724478	1.869016	9.221307	1.636345	9.269580	8.864470	1.431582	4.691330	6.640571	5.480317	3.274131	4.648184	5.260039	7.368972	6.100440	8.225045	9.411456	3.748469	1.724407	5.090961	3.661693	8.202236	4.458130	5.572988	9.588247	3.054690	4.943178	6.649443	8.273094	1.357249	1.385595	8.662420	

161.771242
