4.352082	6.406554	6.160608	6.942921	9.172862	3.056931	4.363922	7.522647	6.699713	9.582179	0.360471	6.258464	2.655713	4.460639	2.522039	2.185093	2.604852	1.049802	6.744670	9.756567	4.418503	3.319243	8.262478	6.004972	1.811427	5.930783	6.999419	8.613777	9.222009	8.752978	5.846266	8.308738	1.124584	6.376172	8.126906	
4.968875	5.596306	9.093029	7.808258	0.209251	3.356172	8.670442	3.542228	9.822347	3.834481	6.585525	6.740592	8.195916	0.334037	7.615708	7.019930	6.113198	2.270359	7.373967	4.257807	6.886932	5.795610	6.965335	1.209987	2.333309	7.873218	8.038692	5.385949	8.537343	7.268265	8.531045	8.888148	4.049726	3.555657	2.655579	
2.936131	2.383049	3.748116	3.972198	0.184008	1.138872	3.341555	3.851622	9.780296	4.659277	0.298197	1.077528	5.734959	1.232906	4.432800	4.600490	5.966912	7.723320	8.135534	1.793116	5.010191	6.727833	3.600228	4.859354	0.610303	4.712336	6.049118	9.290586	5.586055	0.701000	4.807715	0.419683	7.128096	3.737500	6.265993	
8.479947	3.127429	9.993393	8.635762	9.468136	3.104052	8.921854	5.567081	8.105931	5.616038	8.699585	4.551642	6.017715	2.480058	2.135343	8.264944	5.168113	8.847216	7.819657	4.691669	3.395207	8.220143	9.358987	9.830733	7.853656	1.295585	0.778122	5.381393	1.112777	6.132167	7.695700	4.105093	3.454493	2.869659	2.414597	
7.224547	0.142010	5.779562	5.671920	7.173806	8.689496	6.931105	5.958979	1.506548	3.070551	4.308224	0.080410	6.965257	9.556575	6.884058	0.513516	7.803806	1.177165	1.062901	7.138615	2.995923	0.931435	7.838749	3.542650	5.855580	5.450003	7.106135	6.739457	2.197196	3.467319	2.295107	2.491209	2.600450	9.346254	8.998933	
3.785983	7.004927	5.832936	6.493799	6.794578	2.276202	1.614120	0.695391	9.647903	4.948671	7.823089	5.116316	3.017184	2.594106	2.860405	9.633695	6.467705	5.077613	2.785281	2.198536	7.885803	2.878317	3.605900	7.392835	9.670431	2.489338	3.572967	6.051600	6.652150	5.964752	5.450447	2.899653	6.432261	6.881529	6.531607	
5.558289	4.996867	8.979910	9.438960	3.341758	7.994853	3.602581	5.409570	2.470561	0.682558	7.833181	0.402034	4.354182	5.526241	0.588766	8.271862	6.203686	4.276583	3.206423	6.567647	0.150194	3.428138	4.896049	2.493737	3.590486	8.066971	6.309932	7.481341	8.859046	1.707851	9.779279	7.500421	3.034925	1.366708	6.800464	
7.406015	8.827613	4.263995	9.429862	9.805802	4.709904	0.143752	8.671464	4.710871	9.807634	7.251316	5.364526	5.964559	6.933278	3.499536	7.833164	4.335985	9.832007	9.163788	3.997546	5.660971	5.850163	2.712470	8.849546	2.416436	2.761236	2.763691	2.293666	8.943913	9.850230	7.723237	5.581615	0.024898	4.145147	5.429696	
4.785707	3.075521	5.456294	8.289503	7.666043	8.051464	3.567992	5.886674	6.689235	5.956999	7.014954	0.288008	9.094669	0.560681	7.101595	5.680440	2.955288	1.096134	1.815354	2.580069	4.468540	3.628856	8.735839	2.161344	5.453588	8.212974	5.955380	5.988806	2.375138	9.659462	6.242247	4.842490	0.611563	0.342553	2.436131	
4.169406	2.662090	3.767476	1.082455	0.116412	0.664453	8.245577	0.510394	3.289617	8.662583	9.910286	7.511722	8.930926	7.960413	8.275674	2.590860	2.257753	2.643144	7.091579	2.678712	2.339961	0.872522	6.814959	5.578099	7.239148	6.895236	1.030101	7.711636	3.649087	5.691115	0.808063	9.107680	1.355669	1.738969	7.737974	
4.809109	1.778147	9.204468	3.519609	3.501539	2.335361	9.060492	2.849996	2.973957	3.714427	5.532089	0.568854	6.957027	7.126415	3.124661	4.107777	9.861577	9.445123	3.123708	3.564236	0.129661	0.133733	5.673594	2.549705	3.306557	9.224265	0.222519	1.415137	7.600865	9.138783	6.968480	6.127651	5.433828	4.116194	7.719434	
3.095954	1.641293	3.428124	8.223749	9.721742	0.604486	6.190406	6.144154	4.240547	5.173007	8.540375	7.941575	6.851589	7.805364	5.002565	2.995731	0.320488	0.425404	0.423685	5.951211	7.537284	8.263183	1.819975	5.140045	7.168655	4.761247	6.754196	1.809530	3.574181	7.055530	7.119237	9.836154	1.950008	1.812349	4.664049	
7.055491	3.795429	8.612562	7.301901	7.296882	0.835442	8.852104	0.014030	5.822928	0.083827	4.267021	9.131517	4.690520	6.717702	4.900451	8.531878	7.283630	9.557083	6.667827	8.837434	1.086902	8.734948	3.726777	7.123072	1.438322	4.692242	1.388534	5.985716	7.332023	6.255232	9.612289	8.167372	8.373514	4.252882	9.449102	
0.062222	4.977894	7.660093	8.359118	2.048685	6.240970	0.928653	8.804342	2.828516	8.193964	0.059882	0.102269	1.917160	4.432644	7.854319	6.920629	7.034131	3.693594	9.449472	3.463164	9.941729	3.610196	4.350282	0.002024	4.956868	2.813239	3.474973	9.415110	8.528559	6.943048	9.161274	4.964225	7.467825	5.955789	6.689862	
9.743044	7.541301	4.780454	6.014646	3.039789	5.793527	5.629970	0.935641	6.737401	7.079605	2.359023	0.965971	2.533920	3.652888	0.860510	7.308146	2.031808	2.552753	2.109221	6.418945	1.021858	6.379612	7.400772	8.690105	3.352908	8.024958	6.826364	6.191476	4.783813	1.866886	8.104932	3.000298	5.401805	4.868948	6.618282	
1.496170	6.442858	2.297442	7.300811	6.356489	6.799687	7.366744	7.903017	6.600119	8.608307	6.534085	7.109130	7.160244	5.689397	3.818646	8.500912	0.917411	1.539846	9.836285	3.241267	8.442051	7.499512	2.880764	2.409208	8.895582	8.822566	1.226525	5.453375	9.044627	8.972345	9.808539	8.843794	8.329550	0.865867	9.733031	
2.455700	1.180175	4.851834	6.929958	8.898404	8.804653	6.790983	6.711348	4.976874	0.869307	8.590427	3.946674	5.373581	7.795821	5.666221	6.578040	0.916520	1.386876	8.796679	8.117406	4.357129	0.312807	3.135875	2.015572	9.949327	6.822512	9.170081	9.218080	3.265606	5.618008	6.390363	5.249666	7.950981	9.390027	8.583237	
4.579298	9.346942	5.137438	2.952101	1.596814	3.612769	8.585745	9.457403	0.137814	1.434079	5.417587	5.566637	7.809413	1.022723	9.997824	0.451480	6.564337	9.601315	4.869310	4.571543	6.963407	8.772971	2.297396	9.789814	0.062728	6.331164	0.379435	8.532894	1.760670	7.272074	5.875359	8.861465	4.402064	9.696539	4.855413	
0.597521	1.035446	6.140946	9.864554	7.385029	1.441619	0.342243	1.345155	0.655212	1.020317	9.319431	4.725301	2.520216	3.786004	0.190929	6.245444	9.001515	5.134265	0.344214	1.662033	8.044909	6.560069	3.406798	2.370984	1.974176	2.777666	6.278947	2.922104	4.200046	5.708700	8.445765	1.146190	2.791048	2.377123	5.410927	
9.936448	3.365201	6.679977	6.217967	6.867253	5.489860	3.168032	8.116136	9.425514	7.090578	3.549391	2.090351	7.799055	0.917973	4.651748	3.431722	2.463420	4.793859	4.191804	8.164096	8.294442	4.058483	5.665703	6.319566	9.846316	7.873253	7.064768	4.550535	2.291436	9.456280	8.089308	5.593354	9.128831	9.738841	5.831250	
7.419338	6.647653	8.465292	2.496642	0.394617	6.224728	7.320443	3.127074	0.080355	5.568559	7.045262	4.632919	4.302224	9.083056	6.210195	3.818330	3.537429	9.900328	8.313269	0.001480	0.945808	3.896928	7.359354	3.416671	3.094355	8.768493	3.337831	0.727332	7.404899	6.783787	5.709964	4.678138	5.597766	7.376425	5.070844	
8.036331	4.044297	5.112482	7.405958	9.287129	4.218169	6.517734	5.849239	9.607652	3.787494	8.931147	1.224426	9.361380	6.021635	3.829222	4.828230	2.815402	4.439228	1.214914	7.874232	8.982933	0.486180	8.765642	0.022142	4.782607	0.509247	6.002398	7.127647	4.043655	0.741411	5.915146	3.673496	0.643670	3.900647	6.878748	
3.990500	4.492241	1.788637	3.474494	1.530143	3.779163	2.579026	5.408056	7.736127	9.871472	0.624961	3.906933	9.444648	9.739284	2.480743	5.118601	5.998742	7.545721	5.475602	3.092699	2.590903	1.383371	9.500344	1.194844	2.891184	9.283312	9.438283	1.287057	6.524494	5.695577	3.322474	1.878444	9.519098	9.469886	2.311545	
6.371096	9.528303	6.331912	8.756646	3.724488	9.973883	4.130473	1.210836	4.467477	6.388352	0.970465	6.592027	6.945726	9.322738	0.998827	8.645198	9.707746	5.747171	1.290490	4.241768	2.487550	4.890514	5.417061	4.381381	8.914389	6.927382	3.286296	7.923659	6.501912	3.750950	9.554210	3.429796	4.554019	8.713674	6.171475	

179.169997
