6.615738	0.909837	8.452203	8.115933	5.327920	2.942701	0.251159	7.914125	8.918976	5.226126	8.094376	7.580509	5.709403	0.444820	4.504877	5.983924	9.942787	3.615872	1.159979	3.081871	2.646311	4.340744	7.627371	3.829006	8.584284	9.425330	4.130742	1.058105	9.416018	5.650826	0.446486	5.039933	5.900146	6.900479	6.089358	0.593990	1.066782	
1.393844	8.467705	2.989342	7.231948	8.325725	5.224681	4.620082	1.889417	0.310873	5.574831	2.766204	9.114621	5.456110	4.360650	0.989719	9.528949	5.265917	5.990601	4.819260	8.216190	1.856590	4.162978	9.260712	6.047298	6.758531	3.199369	6.209713	4.579686	3.528192	2.607259	8.436808	3.183623	0.221623	8.422539	0.388666	1.589184	5.594140	
5.824523	1.134180	0.838325	3.940545	0.406642	4.452297	1.447013	8.119411	2.618545	5.000063	3.604946	2.552724	0.004972	5.313640	1.660019	0.319447	6.581944	8.102421	3.640289	9.870871	3.150975	7.461825	0.931815	4.857600	6.066288	3.995009	4.647234	7.624432	4.074086	2.508177	7.225432	7.139059	2.855273	5.873441	2.087563	6.322032	1.840408	
7.247330	9.483612	0.952267	1.258836	6.337379	9.943399	8.500139	2.102257	3.936222	5.239130	8.420725	7.812459	2.738766	1.983673	4.644361	7.767758	1.450894	9.343323	4.582091	3.727058	7.255588	0.345918	1.609050	4.419982	1.988763	0.487017	7.567204	6.028909	6.042381	7.419296	3.873513	9.952003	8.711513	0.218135	6.364443	9.023754	9.281519	
6.194692	9.034052	8.174501	5.424417	5.587752	3.558712	0.354773	3.843229	3.160449	3.163689	5.665326	5.948670	2.294874	9.063687	5.429071	9.999023	7.044074	0.195786	2.827524	6.582258	3.037401	4.195998	0.927306	7.255135	7.296978	6.280046	6.802155	0.601104	9.587000	1.325220	3.657670	8.340930	1.171323	9.207063	7.257105	9.278540	6.283686	
1.495985	9.234274	8.849308	5.617061	1.386775	5.435243	1.574705	2.903409	8.967074	0.500795	2.854186	4.474275	5.323029	0.494021	7.972072	0.758365	3.508309	6.451982	1.583762	9.316963	1.116315	6.337008	4.745250	1.416339	8.304404	9.502376	1.688658	1.849764	6.379002	4.378961	9.676349	4.737157	9.059768	1.734898	2.263454	9.989732	3.146425	
9.343063	3.994362	8.207980	4.425085	2.443341	1.844701	9.060040	2.195123	0.332707	7.829008	5.731862	1.727328	8.255949	0.775650	1.845009	0.551054	8.057521	2.694854	2.377120	0.015520	8.761592	5.767555	5.111596	8.743010	2.519638	5.927775	9.775801	0.879386	9.891136	7.991101	3.693450	9.402476	5.114422	9.017247	8.087985	6.199436	4.198805	
3.828288	4.681804	1.472120	2.228918	8.702621	3.573452	3.963781	9.546016	1.101099	5.558410	5.418360	0.535132	9.843176	7.818962	1.633001	6.882897	5.777730	6.768961	8.087146	3.547034	7.419245	8.083679	7.454919	8.153444	2.447795	8.951313	2.299121	4.933817	0.720537	7.370237	7.554508	4.517414	8.032590	5.174080	6.433721	5.195037	0.260283	
9.570270	1.716317	2.008901	9.197302	6.387414	6.968731	0.770585	6.315786	8.128606	5.276562	4.113189	4.413521	9.381964	2.325954	6.234911	6.967290	8.959720	9.016954	7.591495	7.552437	7.204338	6.784662	0.446751	4.598671	1.661093	8.345993	2.904274	0.648632	1.156203	0.530357	1.737090	0.692866	5.307573	5.719475	3.586222	3.730542	3.986869	
7.243910	2.270218	3.026829	4.777134	8.082708	6.100676	3.142273	8.552466	2.464053	7.867788	6.980500	4.031461	5.955543	8.225662	8.860610	6.028523	1.741527	9.129700	0.133658	6.517331	8.083683	1.411142	8.710893	3.774111	5.937421	0.285076	5.833273	0.223674	7.209256	8.282657	6.780437	3.704853	1.420963	5.912359	3.400089	9.043703	7.352355	
9.279222	0.585086	3.134452	9.398706	7.535563	0.206984	4.500705	5.944558	1.545035	6.735335	3.049218	8.416767	1.944884	9.037692	3.565349	1.281585	3.787098	6.135857	0.734947	9.510121	3.337417	8.958157	7.624871	6.241878	8.413742	4.528775	7.695588	0.774890	8.182919	4.420349	7.161001	1.778443	2.395574	6.780710	0.762252	6.736889	8.697885	
5.458499	1.975475	6.204971	3.987761	6.873933	1.828817	5.029859	4.785667	9.665468	4.031535	5.345750	0.380444	9.277015	2.902698	7.363453	5.668357	4.426097	7.785457	2.929784	6.862112	6.156364	5.357068	4.090792	8.947698	3.481568	8.578555	8.690963	6.845125	6.535311	0.424034	5.853271	5.880687	0.199029	5.819871	1.960995	1.960183	0.220256	
1.959688	4.540966	9.950472	8.404204	2.237555	4.276394	2.678314	6.013008	1.254655	8.538083	3.023406	0.288724	9.937230	2.976220	9.623931	6.226198	8.512543	8.778565	6.323090	3.949435	4.507492	0.455331	3.136152	8.546049	7.984821	6.398758	1.472331	8.918336	1.712564	4.553424	7.234177	5.767609	5.954394	9.751170	4.180450	8.279904	3.804231	
0.656838	9.197590	2.761698	1.385730	4.618992	0.377743	5.911239	7.259002	0.971983	8.613706	1.122888	5.110247	3.903041	7.013071	8.055215	3.120479	4.958010	0.583532	3.229262	1.230890	4.695261	2.081828	2.325962	5.777326	3.794884	7.412502	2.179188	8.607139	2.986843	9.419555	3.605257	1.011197	9.541805	4.907212	0.637398	5.414606	8.586252	
8.191629	3.036037	3.963754	8.965231	0.915797	7.145884	6.722331	7.335562	1.444116	2.654668	4.118476	0.239443	0.575005	5.602063	3.856897	0.463729	8.553098	0.607176	8.565557	3.842923	6.854843	9.151011	2.088269	1.274186	1.342124	8.561241	7.177510	3.312715	9.943487	1.751396	6.783676	6.560625	1.553817	9.181486	3.222394	0.322320	9.962526	
3.795345	8.067971	7.782272	1.188833	8.152597	9.625389	4.006210	0.794513	2.097817	2.535811	8.679799	2.770919	3.747068	1.909439	1.052925	2.038924	0.417575	8.739255	0.844151	1.373264	6.806333	5.196889	5.425397	9.870106	9.487538	7.597395	4.183163	9.407810	9.761069	6.517139	0.345025	6.124725	0.755777	5.295810	2.592584	3.500195	1.762548	
1.115595	5.496624	0.358670	4.423472	9.398200	9.857734	4.103626	9.037576	9.791424	5.630213	8.212459	9.383595	8.672012	3.372451	7.337811	7.841296	3.468147	8.531490	9.985020	0.273932	3.469196	8.039092	8.695044	3.699863	7.744292	6.860371	4.050987	5.764245	9.122467	6.741256	8.828498	4.464283	7.729651	5.817413	1.950418	8.953814	9.107033	
7.901838	0.539480	6.032951	6.094255	8.951598	4.554962	1.545234	7.022988	3.573687	3.394559	8.357556	2.349139	8.269027	8.778461	2.649320	5.280174	6.764257	2.154778	0.480056	9.668314	5.063878	3.240179	1.230366	6.806072	9.834136	1.223132	5.829468	0.868277	2.405864	9.313107	9.432626	3.342582	5.420930	0.782542	3.625997	0.242288	5.165804	
9.473617	6.414724	1.107309	8.947475	0.382368	6.230935	5.189957	3.624659	7.166486	2.561722	6.188522	8.490947	8.218765	9.526978	5.890694	4.707212	3.357174	0.959762	0.634081	3.498352	9.842389	8.557356	2.220026	7.981258	7.382075	5.601074	3.191536	1.726834	9.868568	8.924146	6.975740	8.065629	8.691019	1.109113	4.281010	1.126092	8.679303	
6.352452	0.759584	3.157666	8.533105	1.483057	5.478036	1.446717	9.664657	5.512972	1.890377	2.464037	2.338420	6.696684	3.369914	8.953316	7.751558	2.057873	4.303444	3.246342	9.543045	2.125873	0.114146	4.878584	0.035010	4.443362	0.386630	6.151908	1.539710	9.849464	8.864304	4.777536	4.985983	6.238347	6.305255	5.514764	3.112534	7.060652	
3.749984	3.944882	9.965173	4.848511	6.966735	4.391446	7.453333	9.066795	0.159672	6.482944	5.189956	4.731199	9.615589	0.756098	1.634122	7.431353	5.211456	8.021174	6.320417	9.503257	8.391330	8.052908	3.997682	9.494190	0.973788	1.762460	3.219783	7.113090	0.959947	1.814437	4.058889	3.710416	4.954140	1.999706	9.198572	9.791641	8.911770	
4.930773	8.974358	6.265112	4.408761	7.612486	6.206045	1.788652	4.773528	2.716598	9.449487	2.788024	3.167223	3.297842	1.063090	6.832146	1.675206	0.270354	1.068193	5.437815	4.370516	4.670207	4.866094	4.691522	6.184958	4.009231	6.948613	3.293053	3.519743	9.598258	8.483345	2.096583	0.143829	0.426248	2.784752	2.266674	1.442050	0.355765	
2.254196	0.560036	9.212794	5.366885	6.116403	2.714843	7.630492	1.817897	0.666315	1.423172	3.638308	9.005049	2.915108	6.374973	1.174137	8.651003	3.257173	5.388182	9.346104	1.031169	6.951181	1.209707	7.928878	1.808533	0.460503	0.947621	7.212851	3.878536	9.433549	1.200076	2.068091	0.187450	1.979161	4.540320	9.607232	2.432352	1.165196	
0.209734	0.885206	3.357247	1.639151	1.225222	4.736904	6.513315	5.259987	0.530544	9.573902	0.677820	0.196392	8.553530	6.238220	9.982541	8.454411	8.433531	0.972744	8.642889	9.401227	5.773902	7.444589	6.568075	4.533350	3.221479	7.947359	7.930950	2.920843	3.085198	9.228418	4.604580	4.878076	8.334977	0.208207	5.206721	5.684461	4.387286	
6.477530	1.773785	6.997194	3.269128	3.918512	9.148204	6.075069	0.182069	3.358989	4.224130	5.424402	3.579804	2.104691	7.438613	7.296891	0.060772	4.138000	3.598178	8.473005	2.259319	5.541724	4.649887	4.254698	5.091260	2.907028	3.719351	5.038876	4.550033	4.578116	8.465436	3.593291	6.460346	7.034688	3.727587	7.296167	8.321449	9.661608	
2.006488	9.676472	1.586102	9.913342	8.265402	7.320648	9.645085	8.782876	6.382248	0.592227	6.347414	5.080101	4.984674	0.649071	1.076949	6.943309	0.926368	0.008953	2.236295	4.541683	0.472288	3.265259	9.718760	6.365584	3.010158	7.509139	5.529084	3.095235	5.281987	0.499431	9.082921	3.914644	7.483673	7.873420	5.929503	9.284270	5.011317	
8.538723	9.593274	5.238510	2.108232	8.598018	6.358571	0.690672	3.287309	5.031205	8.008376	6.748530	4.823637	4.471609	5.469784	9.462567	0.181086	5.464714	7.052097	5.629944	7.818086	7.742905	8.374369	6.621317	0.144117	9.853409	9.716916	9.653348	0.452610	3.370717	0.860160	9.284131	2.236682	1.418252	8.687448	3.030312	9.907085	2.235557	

186.772645
