1.890500	6.579596	5.918579	0.883979	7.673645	2.566580	8.626425	0.191712	3.114421	1.605873	1.227174	3.316710	9.162060	3.831397	5.081215	4.141233	8.698582	9.339102	3.370929	8.133790	9.193157	7.288373	6.315250	2.560149	4.408845	0.805094	8.592363	4.809051	4.467334	7.431781	9.501143	5.350348	3.536953	
5.638037	0.946554	2.819359	5.310654	1.709586	7.260479	9.543192	6.233006	4.286759	8.605144	0.017765	8.396187	9.919907	8.996999	5.210031	6.808113	0.426310	4.133199	5.867684	9.113071	3.330135	0.449980	7.550854	4.612803	0.174735	5.179854	0.041492	7.366518	8.716876	8.552800	3.146682	3.691455	9.736442	
8.959218	4.231723	1.068322	3.266610	2.116786	6.708035	4.881195	4.380806	1.597043	2.791118	3.463981	1.878364	7.617454	0.567461	4.220983	1.751667	4.798817	6.685928	9.438210	8.920067	5.854623	0.532735	5.522247	1.264248	7.194205	4.742095	2.235609	3.531710	2.912398	8.066915	3.712878	7.879028	5.641550	
9.317889	2.409372	8.774275	3.076420	5.826329	7.537368	6.733888	9.907356	3.424778	9.503715	5.443834	7.678997	9.826670	5.600062	3.803067	4.214006	8.947310	5.819977	4.598990	5.567293	1.470515	6.875023	7.098042	6.717369	9.875662	6.533988	3.438756	1.943787	2.488672	6.324517	8.749164	8.613516	7.567947	
5.164201	4.822471	7.668578	3.772165	5.919337	7.069105	4.849380	5.299924	3.379958	6.464879	4.425623	5.373827	7.495431	0.930447	0.732431	5.290719	8.499586	1.295753	7.244111	1.230387	8.464523	7.745350	5.723085	2.885777	5.983364	6.967661	1.641271	5.865587	5.884123	2.796050	5.052897	7.041109	2.778778	
3.053496	6.057767	0.678790	1.886228	4.540627	4.610931	7.872423	4.464902	0.761400	1.693671	8.344665	4.590919	2.956163	3.316769	5.744816	6.907524	4.389758	5.211691	6.142731	7.738857	3.360858	6.854365	0.369033	7.006326	0.347362	9.016585	3.159118	2.514349	8.010452	2.323888	0.206162	4.720723	4.878167	
7.541622	5.366429	0.424176	0.964737	7.291719	8.465195	0.433786	8.282148	0.756062	4.660374	9.126811	2.488970	5.159935	8.685967	1.241210	4.070780	7.445480	2.379974	5.036622	7.258549	0.459606	3.839403	6.890579	1.924293	7.385624	3.410578	3.427690	1.591623	1.632924	5.852734	6.592928	5.018510	6.691521	
4.818528	9.718571	6.202983	5.942105	3.977015	2.321526	3.147306	0.620656	3.392534	2.651101	4.536778	8.113624	1.368416	7.472832	0.835593	1.793981	1.734267	3.024305	1.534557	1.665272	6.204367	1.347927	1.381339	4.099224	8.099571	9.832254	5.008326	0.026945	1.515604	7.946125	9.832161	4.081237	5.956254	
2.834484	7.962830	6.599743	3.938319	6.094581	2.442849	1.761808	8.992464	5.751269	8.115645	2.017578	7.334788	9.406550	1.609192	3.330007	8.812389	7.261295	8.088801	4.015906	3.228857	6.125569	6.023004	2.115625	9.028917	2.960097	7.380283	2.840381	3.477175	0.736651	5.917071	3.132601	2.519343	3.125543	
1.941702	5.842624	2.825614	9.525140	3.310968	2.306449	5.090626	2.440972	6.015541	5.575589	2.365990	3.791153	4.831913	4.364578	6.712797	0.829129	6.660927	7.958285	8.943665	1.313528	1.773647	5.005191	2.968859	9.760832	4.436187	8.099764	0.439254	5.781229	4.533820	1.096153	9.957547	5.116419	3.679083	
0.038397	2.210889	1.181992	3.551120	7.206067	8.513750	9.010060	4.024037	1.731266	6.800208	1.762237	8.821234	4.817013	6.979479	9.789550	2.942509	6.371324	4.167967	3.783308	2.309467	5.267890	6.565297	4.572471	9.916125	6.284285	7.249395	4.004173	1.948418	3.308883	4.943382	2.056038	8.617755	1.273203	
4.584002	1.347338	5.209054	3.844739	3.426701	2.377866	2.670256	0.249725	8.803166	8.834170	1.037874	9.200119	0.015868	7.237779	6.210355	5.645291	2.091445	8.241916	3.961217	4.136976	5.515588	0.468997	8.855784	1.567772	9.236881	5.306134	6.400243	1.711359	1.726921	7.687695	0.021836	7.298430	6.357918	
0.156138	3.316332	2.271265	1.583072	7.506882	9.669015	3.647531	5.315821	0.486589	5.043560	2.078881	6.054327	7.648621	2.434850	4.490708	4.326706	5.293409	9.730917	1.907863	4.100500	7.596481	9.362074	1.382969	9.446107	2.828077	9.303316	6.333485	1.325719	6.416827	8.220280	8.083598	2.119250	5.033011	
4.527776	7.290922	0.038189	4.645415	0.688167	4.899325	1.471861	1.961315	1.086251	6.673081	6.575416	8.953737	7.833823	1.630049	7.510386	4.924811	9.859145	1.829359	0.527706	0.726521	2.601361	4.589984	1.767547	5.501572	7.199175	6.480047	3.623190	1.140217	3.241767	8.660913	5.011377	9.665498	6.950313	
6.308093	6.034490	0.096852	7.593518	8.160770	3.132525	3.359777	9.949718	9.656431	8.202503	8.129852	6.034460	7.694561	5.243433	2.366268	2.774778	2.633818	4.783563	7.863927	8.831915	7.029235	5.996448	5.352433	7.851352	0.326879	9.206259	8.165321	4.265493	2.703677	0.171922	7.119252	8.369520	9.159156	
5.429843	6.211962	1.354421	3.003655	0.360852	8.002936	9.429172	4.812311	8.795509	3.061155	2.287340	2.483318	2.905664	1.886660	7.939214	8.998894	2.127609	8.617978	3.466491	1.901271	6.460723	4.059894	0.140795	0.400681	8.744516	0.134799	3.553238	4.506186	4.125719	8.869943	1.119975	9.445953	1.040546	
4.641772	7.761155	6.363379	9.366383	6.648733	4.613571	8.714738	8.894214	4.373756	2.499444	0.657483	3.047717	4.379431	5.495206	8.331048	3.559696	1.702763	8.794869	6.258258	1.641864	6.186133	5.188379	0.392374	4.941281	8.266417	8.604526	9.372181	5.343288	4.297919	4.473857	4.399041	4.644817	0.826944	
7.492758	0.656070	8.757529	9.490793	2.665122	5.595510	7.959827	1.372760	4.056759	4.862815	3.617193	5.798372	9.013713	1.370271	1.085384	1.893293	0.593981	8.401668	8.180370	6.250141	3.676928	2.831815	8.273626	1.776155	9.026079	7.053878	3.325925	3.712218	8.398405	1.139848	9.805316	2.219015	6.796116	
2.363785	9.428682	8.322074	4.876444	3.287908	3.754875	4.619579	1.664093	4.546039	0.147711	8.818197	9.263551	3.282878	8.068881	2.832570	1.239027	8.864164	8.239927	5.142371	1.758638	5.126780	6.842178	3.188188	4.800520	5.659574	1.209421	2.103503	1.547963	5.271320	6.645409	2.685900	9.267956	6.060108	
3.307019	7.900427	4.910136	6.959918	3.382439	1.454770	5.125962	4.546797	8.003449	1.165538	0.472148	6.520171	1.732761	2.905048	5.643696	8.300957	7.562004	1.065720	6.597888	1.220960	1.337272	6.559748	2.620118	6.771586	7.948652	8.487903	2.878303	5.938897	8.217267	2.276896	1.008520	2.447167	2.053493	
8.539261	9.342893	6.380647	3.269377	0.680514	6.515581	6.832195	8.822274	3.444211	2.302392	8.924086	2.471501	0.222277	5.942436	7.500775	2.039895	9.251165	0.098203	0.108642	9.780228	3.754245	3.986351	8.560194	2.086542	0.449138	9.348881	6.173894	0.992404	8.088909	3.652444	3.032342	0.416000	1.592393	
6.158606	3.374263	3.499837	4.521344	0.944389	3.310869	3.394092	3.395877	3.881207	0.892696	6.631839	5.389408	3.868569	5.366825	9.318856	5.411345	9.983913	9.233438	2.247785	0.932710	4.430285	8.948376	6.835096	4.829395	5.501590	6.111312	0.758195	0.219382	6.293350	4.413861	9.188113	0.519005	3.516893	
0.085708	3.511227	7.103568	8.780259	9.300676	3.288537	5.652663	4.121680	9.714551	2.184533	6.926519	8.684658	5.047413	2.462149	1.407038	0.945448	5.117210	1.208662	0.984125	7.490018	1.217452	1.329817	2.374728	7.521329	3.717371	7.169175	2.518151	1.307095	1.329599	7.806986	2.185968	0.171300	5.778118	

162.747066
