9.805468	8.545233	2.342529	7.841764	7.803251	0.638000	8.834173	5.880774	4.213325	7.946589	9.242552	8.025113	1.766488	0.644699	4.829013	9.725353	7.904668	6.336668	0.676671	7.796367	1.053187	5.567833	7.595010	2.147777	8.520005	
5.144710	3.405304	5.210650	1.734657	3.377703	2.354710	6.511871	5.161908	2.034598	1.432867	9.754741	8.828737	3.349381	7.471244	0.283277	7.546962	5.764856	1.770252	7.058700	2.879500	7.140610	0.966687	9.614533	2.032502	3.857624	
6.624331	8.841032	9.858481	0.270933	8.163896	0.090718	2.899057	0.502556	8.729950	3.680679	9.077777	8.210836	0.354250	9.655099	2.816886	2.127098	0.272377	3.247943	0.047975	0.982295	0.787518	2.130950	2.987114	9.859423	2.558416	
0.797608	3.814296	4.478755	2.928834	8.430546	2.227413	6.242358	2.490112	9.681352	2.142252	3.073683	7.182394	4.415615	3.589506	0.381629	7.539288	6.218528	5.960333	6.527060	1.885884	4.488282	7.185006	6.746256	8.884464	3.149559	
8.996424	3.157086	5.867517	2.306895	2.454194	5.757159	6.266158	3.109801	2.957527	5.872548	3.288467	2.058193	9.328071	2.195786	2.484136	7.231835	6.390792	4.826399	6.051665	9.273575	5.158387	4.799819	8.227988	6.354873	5.946772	
4.285679	4.524267	8.641721	8.258925	4.018058	3.508286	8.226986	7.437917	7.748951	5.221651	6.173327	0.148050	5.680977	4.200737	4.918368	9.666738	6.289239	1.107036	0.091085	9.807880	0.600413	9.717533	2.922401	6.191411	7.035981	
2.542892	8.941557	5.231104	1.556864	1.434966	0.532357	6.355912	3.315126	6.732214	4.912286	6.655461	4.476301	2.300961	1.564416	7.010022	2.113868	6.726979	9.753500	3.628631	7.397346	6.731217	2.270793	3.526507	4.821419	7.931341	
7.941659	3.312798	9.136457	6.587624	1.295521	0.423826	8.512684	8.702688	2.735802	9.577198	6.871349	3.482071	2.612537	5.123587	1.644559	7.281639	3.605933	0.908184	8.191527	2.623108	5.448350	8.664651	7.715511	2.581581	1.649901	

122.806219
