5.409892	6.865998	0.989240	1.833875	6.455488	1.389210	9.059181	4.248614	3.869196	2.229566	6.537695	0.815897	2.977755	6.536266	1.984889	1.643168	0.067490	3.979497	0.286485	2.267267	4.065730	2.386402	6.126327	1.256054	4.431264	6.131594	1.110134	3.111660	6.161466	0.678951	9.150120	4.625295	2.348177	4.799944	7.556004	7.052928	
3.875397	4.347534	4.775662	3.801925	0.430664	9.684128	3.102041	6.183074	6.011031	1.442630	3.309619	0.500463	7.670150	4.568962	4.627223	5.463789	7.588157	8.282671	2.003628	5.419536	8.796871	9.202883	4.938159	3.866883	1.230250	8.806095	1.047563	6.573943	7.903618	9.041821	1.311905	7.360408	8.348373	0.625719	1.619379	5.162279	
9.613838	6.837981	0.057562	9.117192	0.305285	7.147019	3.139938	7.091207	0.753458	7.510518	1.187477	7.906428	6.106055	9.549000	7.113171	7.634173	5.547567	3.630799	9.503894	6.570602	7.731967	1.658408	8.539090	6.816056	6.685878	0.118352	7.188460	5.281061	9.433063	3.693026	0.043270	9.513469	0.406240	3.157837	5.833138	4.015478	
0.071062	0.961228	3.001244	9.634316	6.337002	2.597839	5.428288	5.749883	9.148211	3.719958	7.439379	6.696932	8.951041	4.747936	8.623613	0.201633	8.428846	6.185225	8.898824	0.538069	6.298179	2.743780	2.445877	8.581702	7.654601	8.572463	1.988368	6.083955	1.847888	8.288660	7.916869	6.411159	8.555492	0.078129	1.721408	6.372699	
3.562664	8.016088	5.546779	3.528284	0.688272	2.034331	4.990330	2.499099	6.095741	6.756860	4.760625	1.027542	4.349286	7.298121	1.775597	8.411513	3.622826	2.897367	4.907959	9.825397	7.206629	7.542868	7.850715	1.998771	3.791148	8.025782	7.910130	0.926802	4.777068	2.097359	1.401660	3.132814	9.427024	1.830469	7.862561	8.755995	
5.805782	7.720173	4.592289	5.133208	2.673143	3.177303	5.046377	8.250227	9.302412	5.655347	6.321822	3.166241	9.601439	2.761610	8.442928	8.547835	1.246885	8.625054	7.731378	0.431822	8.147107	7.577438	2.276244	1.032376	7.395522	5.879139	4.487026	0.060367	2.409945	0.073425	9.869351	4.318785	5.245990	0.991021	5.439375	2.679981	
3.149334	2.985850	8.931540	8.319165	4.972159	3.480484	3.091771	2.379310	8.872733	1.360745	1.451888	4.339054	5.707303	2.196513	1.734088	3.451998	2.945328	8.338158	9.504694	4.734033	6.902441	3.841734	1.054684	9.831524	8.793075	7.308894	2.971803	5.618326	6.697267	1.392307	1.281971	4.165116	9.391348	4.932974	3.001314	7.023920	
7.905733	4.681361	7.165643	9.441453	2.193775	9.643697	8.606867	7.507758	6.599319	3.804559	3.379764	5.129856	7.002780	1.405994	8.489539	1.283478	6.706922	4.462943	1.626876	2.822513	6.082540	7.299090	6.011511	8.752487	7.061798	5.879752	3.998085	5.674342	5.889492	0.430780	9.327695	9.251312	4.797986	8.391869	6.234332	1.449819	
5.883570	7.931674	2.184939	2.240193	8.183357	3.204908	1.727056	6.307733	7.792312	6.644240	9.546429	2.114482	8.192392	5.059651	8.030376	2.864626	1.469675	7.233628	2.788049	9.267639	5.038664	6.966613	5.859705	5.171233	9.053765	4.614265	4.694053	8.265658	0.788550	6.628589	0.522486	0.758355	4.154292	6.304204	1.597283	3.478061	

178.558075
