6.958829	5.721312	4.150855	0.225998	2.734621	9.548359	0.260828	5.325822	4.110887	3.573789	6.965538	8.938794	9.296874	3.910298	2.659136	5.768009	8.897655	7.452968	3.341039	3.318474	4.352483	2.801154	3.267226	2.719379	5.538934	8.640176	0.872140	2.505647	5.397042	7.093093	9.082408	4.244876	1.028125	6.442536	0.504259	5.248824	0.626786	6.574581	
3.008046	5.452648	8.678641	9.258421	8.223349	7.795888	8.617155	1.250359	3.233240	1.847635	8.040109	4.703537	2.690135	2.283185	1.768933	0.631459	3.291893	7.163839	6.997712	9.173817	2.852677	2.038291	5.384281	8.437117	6.893595	3.920389	1.909655	2.889416	1.838257	1.287833	0.363523	6.313409	4.113540	7.088376	7.971123	8.801660	1.915086	3.062092	
4.633048	4.610524	2.631083	4.005922	1.572828	4.554741	9.269196	4.496743	4.542244	9.412396	3.933968	2.113738	8.163406	7.633866	5.295411	6.589981	5.129809	3.508955	1.508309	1.967920	2.678645	2.435598	1.801436	0.326494	7.082262	8.830033	2.610489	3.999162	1.814125	5.008724	1.002457	2.879304	8.971624	1.597984	6.576429	7.102077	5.444999	3.443390	
9.572330	9.066721	5.017921	9.213465	3.868100	8.509973	8.601444	3.176031	7.175203	1.605455	9.138215	2.060209	6.468012	3.017867	8.491658	2.086924	9.022597	7.377743	3.259372	8.128945	3.436099	3.195081	5.560242	2.512071	3.455934	7.380747	4.589916	6.132002	0.884494	9.293421	7.089559	7.518513	4.769367	4.364340	5.979419	8.764729	6.808725	1.611426	
7.238369	4.902056	7.132520	5.657943	7.340759	2.212168	3.406217	6.925673	7.763233	3.547441	9.312820	4.060341	4.865991	7.249128	2.793499	4.401002	2.831051	7.475201	3.650603	8.822556	0.148521	0.531611	7.083489	3.165167	8.531286	6.466486	8.281672	4.187075	6.971489	2.989487	9.954122	8.345805	1.390606	4.570191	8.251400	1.460850	5.488910	9.912382	
0.919128	1.538261	4.562812	6.193005	6.590564	3.928252	2.437587	8.815118	6.759188	1.503783	9.382745	8.972063	6.788890	4.519133	4.754155	4.651234	7.507059	6.512634	3.757965	8.241858	6.070061	1.413466	4.212521	6.495537	0.188640	9.717532	1.706024	3.568893	4.954186	0.904285	4.829167	8.757553	4.921537	9.807366	8.416954	1.121996	0.461672	0.805241	
5.529606	5.125152	5.624506	8.273783	6.921288	5.113071	3.628276	1.636635	3.824447	7.894430	0.388847	3.802512	9.278674	9.003417	6.644488	7.919045	6.890677	8.180183	2.729209	5.351114	7.851718	0.816937	6.519899	2.848981	2.298302	2.168941	1.258694	6.489646	3.397144	5.215712	5.140161	1.166697	5.964293	9.202038	5.800064	8.650663	1.546231	3.377845	
6.321169	9.998136	7.051704	7.470697	4.288874	3.029802	3.695480	6.956835	2.293233	7.499467	9.255343	7.110436	1.437139	0.289116	7.188100	5.675439	3.675340	3.107484	3.734028	4.614263	6.731830	0.857890	6.667435	0.743369	4.066236	5.235485	0.909256	0.071775	2.976213	3.824829	0.288532	9.931634	7.270600	7.887054	3.288847	5.519896	7.672669	8.314199	
2.942613	7.455140	8.949146	4.054847	2.299009	9.772192	2.678542	9.222876	2.405085	2.042216	2.129864	5.881299	4.836501	9.096557	9.283757	5.951406	2.492475	8.837235	4.989471	6.925964	7.864636	2.273419	1.295666	0.490959	9.362176	4.884396	2.503315	2.403624	9.279604	6.526953	3.368199	8.694712	4.609626	8.964958	3.067577	9.339842	9.009302	1.742138	
9.835996	1.848649	0.426866	5.808900	6.496277	3.078276	1.531045	1.133230	0.675144	8.683743	4.413441	4.888360	5.310547	9.668720	7.723124	0.734462	5.119347	4.565773	5.328720	4.056667	1.216722	3.136761	6.321991	1.379304	9.067307	1.525887	9.849044	3.528796	1.867132	0.577540	6.596147	8.945342	1.676228	5.847345	9.834712	8.860979	3.766834	8.346172	
3.274588	6.164677	8.381167	4.583766	9.750325	7.720675	4.145439	9.908326	9.960784	9.937206	0.632198	0.760917	7.265485	2.287177	1.462062	7.017850	7.827273	6.130959	6.134000	4.850055	5.109666	4.572088	5.694482	9.363062	4.368479	8.769973	8.549163	4.663972	7.867935	2.366610	7.711223	3.376975	0.598625	9.304873	5.769459	5.922925	9.462400	8.356462	
3.526587	2.015382	6.847026	3.264940	7.097931	5.796261	9.361524	4.497185	7.939058	8.118424	8.581622	0.522991	5.630503	5.210208	0.302685	6.173604	0.286348	4.302023	2.389228	0.726866	1.622791	0.242693	1.707731	5.770248	6.391086	4.123909	2.097469	2.434385	9.984725	9.147226	4.340441	6.171566	8.593460	4.983962	6.369210	7.080821	2.081378	2.825171	
8.290634	8.201473	2.671815	5.846967	4.528601	9.930225	2.904998	6.068811	8.168037	6.575595	0.314614	9.741410	1.233465	8.421514	6.594778	3.246283	4.021645	7.586030	9.207276	2.348500	9.582831	0.304510	0.386245	9.974757	7.721726	6.439726	6.823441	2.778775	6.693961	5.987034	4.412954	1.580197	1.062221	4.102608	1.343826	8.134443	4.351616	1.748524	
4.440401	1.358952	6.851704	6.325258	0.386209	0.606803	3.582818	1.149670	9.590579	7.736844	4.831744	5.599758	5.729329	6.373200	6.643397	8.475522	9.238607	7.449417	7.308227	0.907757	6.033246	2.756891	4.860961	4.188637	2.249426	7.431890	0.051678	4.209575	6.560292	5.153933	4.551326	3.416940	4.519624	4.260601	4.699600	5.569564	9.361072	3.848533	
5.727910	2.477637	1.424417	1.107574	7.125143	3.713208	4.794960	9.057414	2.772356	2.412615	0.878246	1.113912	8.372614	9.518557	5.897049	3.874756	8.425486	9.556167	4.659362	0.706629	4.730588	0.282343	4.606589	3.849614	4.055170	9.291446	8.501933	0.430891	3.834179	5.690622	6.217066	1.420021	7.901499	5.473001	1.959631	5.343238	7.780558	1.894341	
1.554806	1.403884	3.946209	4.471634	1.104180	2.275683	7.631228	3.494487	2.275033	0.781449	0.612925	9.093225	3.330161	9.266423	3.413461	7.721669	9.080541	6.152268	8.584567	0.562465	9.076725	7.422049	6.313264	3.811681	2.551257	6.382225	6.423392	5.217123	6.590171	6.616618	0.591916	7.488840	4.821450	3.117617	9.339541	9.064982	2.318298	7.887071	
9.394212	9.148688	8.915285	0.354129	0.092582	5.343949	0.736619	1.167763	1.950560	6.972428	3.372165	6.576442	5.724570	8.101161	4.024875	0.432513	4.904475	6.128313	9.307642	6.833803	1.059532	0.877424	8.754535	7.322972	7.231506	6.599131	4.915879	9.939007	6.150269	6.766457	2.732950	3.506000	2.253443	4.261086	8.723634	0.927566	2.007180	4.089004	
6.406997	0.534085	1.240082	3.633196	9.721469	8.293362	6.968094	3.165542	4.316659	0.064898	8.116904	1.990959	2.955925	5.953635	6.848205	4.766770	2.990230	3.373971	6.157568	4.501237	0.541425	9.553813	3.278245	4.136243	2.090011	6.172715	9.936238	0.750587	4.147662	8.719159	2.416923	8.144810	2.543994	2.496191	7.412911	5.802156	7.212293	3.109532	
5.305913	6.446295	6.683172	4.272505	5.103116	9.914183	5.391475	5.976720	7.980973	5.968636	8.301732	2.759417	1.902976	0.432487	1.821739	8.908566	2.122675	4.359051	8.344650	6.484538	6.370900	7.264800	6.792845	1.919027	4.852791	6.568264	8.843235	9.677042	4.323975	2.072801	0.314586	8.087919	2.197027	6.788778	2.382934	4.885919	1.903482	5.631942	
9.037274	7.872499	8.288168	0.021998	4.122149	9.772893	6.915198	1.934597	1.062515	8.457786	9.076583	2.127467	0.194441	2.605081	8.286804	2.769242	9.347743	6.599878	6.774199	9.606614	4.346106	8.125204	5.504380	9.972856	3.275424	7.160618	2.359529	7.396785	6.032540	8.951658	6.686005	6.848283	9.867254	9.510581	2.894977	2.321188	3.001891	3.109549	
9.388318	5.638892	9.462525	0.957881	5.766853	5.791503	8.229526	0.154367	8.162978	5.868181	4.700149	0.790230	6.087653	8.346041	6.411685	4.186604	1.927315	9.325153	0.988127	9.586517	5.624288	7.404359	2.085124	4.466255	4.597834	2.252735	1.566676	1.648698	2.939031	5.133275	4.119518	0.669532	2.467637	3.253919	5.409644	4.460937	3.695066	4.150633	
9.459144	8.635093	5.567099	0.719929	5.417691	2.257781	7.938495	6.898276	7.837232	1.796399	1.380299	5.998393	5.913857	8.698987	6.041715	7.830080	9.868361	4.192762	2.230879	1.943478	3.112661	8.899669	1.564883	3.003691	1.375924	7.665359	1.109148	2.104133	3.454112	6.913244	1.579705	2.144399	1.402063	8.088930	4.841425	0.384407	1.133452	6.192102	
0.475612	2.356420	4.203967	3.050100	0.765055	3.594167	5.719721	6.577405	2.569074	4.358567	3.948215	9.856122	3.094860	6.387977	0.904490	3.608618	0.092635	2.440232	4.930065	9.909182	2.222512	2.309523	8.125159	5.143478	6.847601	2.263527	4.554429	3.951965	9.425420	1.872983	7.320298	3.148855	2.101268	1.043405	7.793784	6.039294	6.835470	3.410486	
5.697014	9.728093	6.820052	0.635576	2.097855	5.604448	1.339352	6.419905	2.670032	3.489361	3.070464	9.751409	5.208827	0.506860	1.024058	6.122984	6.233786	2.924829	8.718383	2.252723	3.525177	6.843001	8.663559	0.744126	1.062942	7.684290	6.393831	3.399812	5.585792	0.775243	0.745454	3.021428	9.058225	4.505442	7.334404	7.158899	2.234943	3.390433	
1.920506	4.790253	2.915540	7.799924	8.657693	4.743366	7.155345	5.616268	3.799802	4.561007	8.127218	9.217230	1.606810	1.906282	6.522267	7.710245	4.179966	9.791239	5.368588	4.237270	1.303211	6.092803	0.198666	9.619385	0.618535	7.268568	7.472317	0.728135	3.134890	2.925468	9.828448	8.092375	1.012206	0.374380	6.504619	6.432864	1.373992	6.280807	
9.645270	8.267962	7.094750	3.624645	5.794299	4.638932	6.127046	1.518642	4.408135	2.695081	0.655643	2.947979	8.924466	1.997803	0.264048	2.672087	4.926192	0.685400	5.879772	2.573330	0.810828	1.642742	6.179464	0.303788	4.920431	3.207910	9.263450	3.763430	9.822222	2.988955	2.071558	5.625220	5.441340	7.362173	5.486907	2.301561	4.042881	8.065510	
9.203896	4.143230	4.028282	1.490129	7.715905	3.363948	3.748209	8.023892	6.864440	2.778099	0.620046	7.174652	4.372736	3.436295	4.446332	7.818999	5.760999	6.583337	7.143001	4.364749	9.131045	7.339707	2.364669	2.663218	1.457828	3.782857	8.493071	4.905155	1.885512	0.540255	1.738332	2.537915	8.333876	3.956339	3.367773	9.140049	5.045714	4.040418	
8.491629	1.809296	3.202473	5.720985	9.127000	4.124608	1.915985	2.762130	6.901575	4.511286	0.313079	6.643876	9.499037	9.049337	6.490232	8.686756	4.669146	9.446517	3.376961	5.722057	3.044262	3.193655	4.420988	3.400337	8.682266	8.071536	4.943648	0.047795	6.682927	1.697148	0.169136	9.311184	5.586572	0.829245	8.358577	5.633922	5.819233	6.293603	

191.269138
