3.303731	8.690813	3.763510	5.891191	2.000080	8.484873	3.571175	2.634840	2.962634	7.072735	9.027909	3.703349	4.162174	5.502196	6.357261	3.816082	9.855062	1.418435	3.186436	3.900053	2.061051	3.614728	1.618712	8.235112	0.935908	4.313570	7.004737	4.910048	2.915176	5.238490	5.474177	8.329361	1.108824	7.345412	7.123421	8.741338	3.346827	7.204421	3.614077	7.571374	
6.397811	8.363392	0.301045	1.512725	1.592844	7.537634	4.603669	7.754149	8.549298	6.794139	7.166658	5.909931	0.885212	6.650179	1.106010	8.107473	5.234535	6.909823	4.936027	6.115236	3.714053	9.824989	4.178754	5.737811	0.755161	3.979527	6.755733	5.165871	0.451776	1.822911	0.604614	3.264135	9.368727	0.425730	2.282902	7.725371	8.743589	0.655116	9.359640	9.187765	
2.749976	2.987757	1.829529	8.212522	3.324487	9.785769	5.626152	7.231005	0.672399	1.339151	5.029832	1.269613	0.375667	1.125126	8.213304	3.125282	0.335805	0.640097	2.200934	1.088259	8.586334	2.379379	1.749900	7.851032	6.562765	7.030272	0.783864	1.429358	9.375399	0.633212	6.719958	6.673245	6.966605	1.870763	6.305926	8.900035	6.362977	6.091507	7.782310	4.052000	
9.966042	9.625939	2.666865	5.490456	1.138000	9.451006	9.207917	5.861854	7.516863	7.084784	2.295537	0.566677	2.747584	9.610829	5.059650	7.833762	2.879498	7.216383	5.480960	4.585957	5.345250	4.607660	6.157231	1.621596	5.125636	4.936916	0.559856	5.175331	0.743141	0.306055	2.928087	9.068875	6.300369	5.332620	9.403829	6.958846	7.401379	9.095254	9.566771	7.974683	
4.852075	3.766543	7.678965	6.843199	3.822815	3.125983	9.852818	8.757894	9.409881	4.590501	7.058890	1.340799	5.165946	3.746050	4.184542	6.304293	8.011863	7.123517	3.629722	9.311000	8.005816	9.042384	0.874835	1.192745	0.803385	6.691958	5.448456	8.825816	7.546167	0.567378	4.642789	7.533842	8.297666	7.275574	5.626454	6.325227	4.926522	6.928400	3.453276	2.348874	
3.675321	5.260377	8.261303	3.100970	3.831937	0.188639	8.990125	8.059608	6.092624	8.896789	5.596497	8.534732	7.727937	9.261745	3.200851	0.467114	9.192678	0.775172	7.587359	8.789565	5.587444	2.418649	1.317402	8.025161	4.497924	1.726022	5.909437	8.254404	4.693969	4.707062	9.748762	3.219133	4.684808	8.376676	8.632353	7.942256	3.519405	7.824830	4.782145	5.070591	
0.816977	3.517671	7.059506	3.277097	9.577465	6.622015	0.320338	4.718935	0.288950	1.081726	7.356922	4.672681	7.341346	2.381180	4.311690	6.849722	0.276985	0.458699	2.340455	1.460951	8.845271	3.688158	4.050572	9.140519	8.895267	9.270635	1.575332	1.587942	1.151719	7.891082	3.301607	4.474124	9.540424	9.768756	9.238585	5.604992	5.926577	1.248968	7.520144	4.096990	
7.387920	9.053742	3.379923	1.370891	1.664253	6.023645	8.156000	5.798644	4.432733	0.999107	8.421754	5.656992	8.045034	2.413021	2.046637	8.990691	1.024239	0.077594	1.762894	0.029243	3.163491	9.179380	2.238050	6.145662	7.789435	2.701897	6.350588	8.744864	2.582439	3.844230	4.726462	3.638191	2.943668	7.672374	7.603622	2.058186	0.331035	1.638436	5.504123	0.824289	
9.672668	3.000263	5.621496	0.994955	8.591249	4.433837	5.056983	7.376820	7.475341	2.924712	5.972103	4.690903	4.967804	8.072462	9.113733	9.300138	7.324327	6.262230	0.693816	8.563094	6.285292	1.051385	9.078708	0.415160	3.295996	0.308770	3.200896	8.082913	7.706809	0.669934	7.941974	5.304108	5.864120	3.182951	6.796434	3.500726	8.007522	4.415745	8.942938	1.262748	
0.559105	4.635585	4.906882	7.127446	8.545570	0.734353	3.226489	1.610542	1.225788	9.750167	9.831233	9.012336	1.279094	1.793935	8.972799	4.242363	2.214016	6.531291	7.424528	9.549897	8.242516	6.626182	0.819103	3.502972	7.154529	9.835424	8.736344	4.138880	6.998276	9.687101	5.964849	8.753615	2.028311	8.181080	2.512252	3.876945	1.850681	6.202369	6.182765	1.550269	
5.560905	2.677217	2.342276	1.061853	9.466860	2.975635	5.473513	6.444042	5.548173	6.150726	0.356983	7.582454	4.807964	2.552454	5.831478	6.183828	7.063463	4.467552	8.829584	4.475771	9.658013	1.604533	2.293627	5.210435	8.033257	4.183402	6.742321	2.761057	0.410816	4.306384	0.058191	4.435560	6.689303	8.397929	5.121527	7.049457	7.887477	1.114405	0.630955	3.200532	
5.920215	4.707480	8.952703	9.880896	4.505725	0.902900	9.905292	9.841657	6.614229	8.642800	5.060709	3.437411	8.235813	3.481824	0.114016	3.082552	7.301331	9.047311	8.845467	1.675320	9.890354	5.026339	2.146290	3.383576	7.700315	9.976112	4.913924	1.899428	9.947086	9.032301	4.052383	4.607547	1.350430	6.026102	7.770359	1.069923	4.380924	4.882558	2.788112	9.403876	
0.043530	6.011115	7.317879	0.452601	3.522745	5.528148	2.545875	7.518641	9.149902	0.460799	8.068476	2.425311	7.483016	4.660130	7.746472	4.825380	2.936751	7.326795	6.316009	2.560805	4.152017	0.686761	9.954817	0.377495	4.521500	3.583990	6.296074	5.066693	9.431763	7.455084	6.884675	4.661766	5.845543	4.182556	0.168001	2.811372	7.289950	7.916378	3.584517	2.798531	
1.558143	3.815906	7.950522	5.089222	0.881664	4.692279	4.298682	8.158889	3.391877	7.716452	3.053967	6.029161	1.022989	7.709664	1.260931	6.102371	9.251145	7.697789	1.142801	5.949068	3.495978	3.927075	3.006883	4.006658	0.399376	6.928042	0.011246	9.969796	4.585915	3.457814	2.771641	8.732971	1.770987	9.814906	0.758636	2.681417	3.473399	0.831095	0.653609	7.179211	
7.422808	1.387358	5.350752	2.020348	8.599122	8.976563	1.444340	3.290386	3.369761	1.536617	6.515356	5.145410	3.506698	8.624911	7.601526	4.089686	8.350949	0.786852	5.748810	7.283333	8.137909	5.358542	2.860557	4.924067	8.258800	3.878361	3.366038	8.525248	4.146267	4.835279	3.591797	2.181565	8.038187	0.406451	6.563628	9.082686	3.067641	0.601013	5.139718	4.511444	
2.232393	4.506799	9.213186	0.294500	3.218667	1.113469	0.589413	6.363424	7.307335	1.280180	4.158496	7.238674	3.359581	4.740962	1.277723	6.332617	9.205330	4.860873	6.767924	9.335485	1.159755	2.934973	2.956580	9.717848	5.226334	2.848757	5.206421	2.943792	2.603365	7.823661	1.213505	0.208106	6.087643	5.144209	8.916205	8.803039	7.370582	8.172732	9.596480	3.838344	
9.981400	9.979511	5.706749	3.201589	8.017560	2.122590	7.509091	1.399480	7.149717	9.402029	7.786619	6.192284	5.109083	3.237585	4.318947	2.567864	6.216020	6.287076	7.707104	1.258550	4.178480	8.545472	8.106733	8.210570	1.334992	4.952397	8.163159	7.651524	9.655316	5.051667	1.169797	1.088047	7.064964	6.987337	4.632656	3.146231	8.097432	7.264546	8.996968	1.478255	
0.011581	7.531948	6.479330	1.118483	8.697457	6.343937	8.141521	3.413139	3.023514	1.019477	7.070553	7.634436	4.803540	3.572757	2.377562	8.380043	4.274114	9.847716	7.495046	7.815076	6.713709	7.203088	7.244829	5.246838	5.285565	8.900971	7.371141	7.350257	7.610552	8.999837	6.602816	0.393056	1.194040	6.868924	1.286054	8.842850	9.881200	8.162445	7.476951	2.933767	
0.834995	4.942821	7.269626	8.478695	1.482255	9.114228	6.027441	5.424840	1.403359	8.257665	7.072011	1.119171	0.111071	5.891989	5.081049	5.859156	3.082066	7.465807	1.390597	9.066600	0.846362	1.356538	8.962627	2.174307	6.837969	2.769243	9.154623	3.853579	0.124215	3.256636	2.630165	1.794811	1.804387	0.282882	6.050729	4.994894	4.515150	0.797915	9.730417	4.281789	
7.565091	7.355504	5.381384	3.046621	6.140700	7.678175	0.084265	3.516895	0.259492	7.363640	9.059539	3.007845	5.709728	0.622738	9.562362	9.649589	6.551734	4.779386	5.221612	0.516812	0.005838	7.430405	1.880991	8.607535	6.011250	7.775159	6.986994	4.787348	2.488292	4.003015	5.819830	0.253066	9.059135	1.976030	4.341762	9.148824	4.985657	1.694256	1.368671	1.651394	
1.672680	4.681319	0.227602	7.911888	0.702204	5.914068	0.499159	7.996082	6.546692	0.698304	8.431161	3.552420	4.474103	0.845639	2.594007	7.701202	6.958982	2.143124	1.941210	7.488228	3.734520	2.716682	9.100892	9.297497	5.276217	1.633575	8.691834	6.345956	9.524586	4.806040	3.493205	2.707061	1.163318	7.611134	2.125677	7.201076	0.938316	4.906498	5.562711	3.722823	
5.352847	3.257079	2.126162	5.918137	5.792264	3.943402	6.667804	6.675919	9.414489	3.362159	8.583171	1.058944	3.557974	5.249488	6.739738	6.043323	0.675860	8.535628	8.771236	8.331978	2.118182	3.675017	4.070730	9.316905	2.728788	2.274649	5.148208	2.408997	1.948554	5.642675	8.008300	0.983273	9.123691	5.721076	6.593625	4.496803	7.739035	4.005295	7.471726	5.453371	
0.052393	3.557517	3.674196	4.775523	6.145106	6.096925	3.440898	8.653438	6.610066	9.676232	0.603693	8.438277	3.708294	6.658738	4.600186	8.395218	3.298378	1.255506	7.747695	6.283148	4.797563	2.610180	8.997926	4.446881	4.111176	3.736708	9.213373	9.315204	3.782529	1.322038	8.685768	7.380380	1.198995	2.529155	5.485070	8.778229	3.556200	8.299461	0.502226	5.097170	
2.429791	4.708770	1.446117	8.303733	1.972927	1.708568	5.670018	2.934451	9.302850	8.181788	8.588123	6.897230	0.461256	9.377678	6.655931	5.165648	8.165361	9.105965	2.256805	6.272562	3.599480	6.262088	1.058174	3.014293	3.405342	5.385051	1.646678	6.449700	5.606979	5.596712	9.909872	6.211877	5.161187	3.327780	9.401617	0.714298	4.892580	8.116547	2.120658	1.930491	
4.494419	1.509840	2.354873	4.159927	9.915946	2.514735	6.746273	9.497938	4.112871	7.557708	1.811570	0.616383	1.940144	7.482437	9.991951	9.252103	4.028722	6.352072	9.281485	5.323854	9.706521	7.717592	2.904663	2.661879	9.467171	4.457333	0.904325	2.254492	4.211427	1.432403	5.283635	7.756126	3.366776	8.024686	3.130462	6.498508	5.108293	3.372122	5.855187	9.986830	
3.822231	9.502994	3.022748	5.624151	7.228161	2.180582	6.256885	0.196657	2.825718	0.214738	8.200112	1.417304	3.019286	6.883126	4.055637	0.170597	1.789885	0.056038	7.850729	1.285334	4.790269	7.364178	6.828557	3.351802	2.716321	1.761080	3.189412	9.132165	2.392454	0.603825	4.852330	9.069521	0.072180	5.418899	0.186741	4.990397	6.763495	6.438917	7.073527	0.100514	
6.614878	8.025761	9.706497	6.669027	7.788436	6.883642	0.765113	3.937148	9.652861	5.624753	4.080436	9.840760	3.810046	1.187642	3.266321	5.272192	3.483030	1.137730	1.057056	1.016677	9.224218	6.307075	9.908457	6.435735	8.575636	3.295225	8.818457	2.088635	0.191126	2.026455	7.136508	2.921202	9.738854	1.210729	3.441992	9.569698	7.258605	7.651776	0.828330	8.915703	
7.230594	0.264753	4.753919	5.543721	7.760672	7.276495	2.559782	5.456158	0.030250	1.659538	9.097031	3.263006	6.539474	7.112056	6.882271	0.471285	4.817550	6.168821	5.105938	7.929447	9.312667	8.399383	3.585610	9.066618	6.668704	7.980764	2.400730	5.412861	9.554587	6.929717	0.280004	3.753310	1.966524	8.559632	6.533406	8.944892	5.424542	8.116987	5.436329	7.369314	

201.653713
