7.864985	9.001784	6.923000	0.939049	6.944971	6.432478	2.622571	7.131329	2.093103	5.094724	2.894673	0.340879	1.949248	6.794758	6.120096	4.294541	2.985298	2.995094	7.433111	7.366918	1.544224	3.630321	7.199559	2.154522	8.068416	6.040208	6.492004	5.802793	2.645749	4.305634	0.522407	7.240181	3.591340	3.481711	2.567435	6.577886	6.583109	1.763036	2.011583	1.700083	0.737366	0.082690	
9.684684	0.424771	6.955339	3.809622	5.444682	2.594320	5.705683	1.533939	5.961109	4.247524	5.714939	2.853100	4.831334	1.803488	5.483698	9.425552	7.833526	7.253070	4.251436	3.924831	5.618062	4.129611	7.558253	8.498005	0.118116	6.674350	7.013114	5.710442	7.273300	1.659947	4.022753	9.509274	0.330490	9.836451	5.245480	6.779253	8.168712	9.897435	4.351944	2.752963	3.909258	9.984755	
9.177144	6.925383	1.280168	9.589927	5.469257	0.293455	9.867567	2.971833	1.547842	0.600257	3.166100	5.979614	0.636035	3.101933	7.292088	1.708235	3.203050	8.242879	0.472228	0.903138	6.124535	1.739975	1.697724	9.426889	2.928942	1.946912	7.010169	0.076203	6.539733	2.173597	9.940963	8.011321	0.486249	5.035293	8.483070	6.309177	8.787007	5.489171	2.890311	5.267951	8.224728	0.372154	
4.365070	5.612719	6.184320	0.791086	2.538440	9.602027	6.680096	9.683721	9.733931	8.845276	5.884534	9.875973	9.453894	2.705959	4.479810	2.067873	8.779032	9.171706	1.008561	6.344663	4.626529	7.413139	6.020055	5.369499	0.618182	4.757870	2.496714	2.771418	9.862414	2.535867	8.428506	7.552222	7.340409	7.438733	7.887468	9.192294	7.682593	7.345131	1.432337	6.399644	5.854117	6.172379	
8.402717	5.641822	6.535083	3.904532	1.046558	7.928683	2.622882	6.309810	1.727336	9.589985	9.362598	0.056820	0.998502	6.444414	5.137204	9.309010	0.038406	0.139794	1.041145	5.133992	7.731830	7.136154	8.883516	7.602911	9.630857	4.373899	5.499064	2.771900	7.311233	6.104592	6.366246	3.164904	8.986652	6.724380	3.108097	2.199623	0.177056	1.427158	9.494410	6.372497	4.953132	3.234863	
4.461296	2.596112	6.649072	5.967486	2.275631	9.882110	6.090762	7.874941	1.880747	2.587386	7.925259	0.848555	6.923609	5.286290	5.888587	5.589501	0.769200	8.967420	9.399174	8.800025	8.587296	7.400044	7.890690	5.439544	7.662320	4.587519	1.709670	8.987810	5.578719	4.385480	0.277974	7.445647	9.194652	6.720872	6.370768	5.496481	7.462195	0.825120	3.229835	7.854066	7.936611	5.741771	
4.370380	8.745127	4.569486	8.531692	1.812928	2.193711	2.627725	3.446094	2.869959	8.888789	1.206941	1.171733	8.755213	1.867792	2.180549	5.666769	8.862593	7.567095	4.931288	1.617562	3.440083	5.604935	5.349797	4.949773	3.291406	5.060873	1.397565	5.542387	5.125539	5.375698	9.655194	8.246702	8.165518	9.838974	4.677302	7.349597	2.136698	9.642232	9.498081	8.646440	3.055476	5.626178	
7.066595	2.930410	3.808803	5.304170	9.754297	4.503961	9.468313	3.989953	5.674594	4.219300	4.661771	4.999513	0.464486	6.718619	5.002982	9.798681	4.696004	5.396794	2.822363	7.760983	0.398326	3.300985	4.702351	8.034833	4.865011	8.085219	2.842250	3.562371	8.785088	6.834942	1.291922	3.670690	3.698473	3.604690	8.450850	1.718343	7.556348	8.311515	4.008656	4.945721	2.333151	9.234052	
3.612005	3.043517	0.553186	1.206616	9.987195	9.475298	1.460560	1.586204	9.361723	9.197443	0.155098	8.085099	5.547952	1.337827	2.890249	5.173889	5.698099	0.129143	6.695765	8.924074	3.534956	6.239053	8.580808	2.989148	3.061415	8.286417	0.004669	2.649994	3.083477	5.745754	2.393223	6.156248	5.880864	8.296272	8.143203	2.125399	9.431544	0.799568	1.092005	3.021732	6.308726	7.221353	
6.502231	0.642242	8.390085	9.335741	8.447025	8.754704	7.226327	2.063529	4.588315	5.107673	1.162343	6.737089	3.657715	3.710030	1.326392	6.215739	5.275048	3.711787	9.028055	1.755522	7.343847	6.816980	0.722672	9.651179	0.944030	7.075506	6.015317	5.797821	3.929599	3.025845	3.218570	9.278809	0.797390	3.332833	1.811581	3.363871	0.580221	8.951263	5.193698	7.336919	9.592351	4.249881	
0.157257	8.505432	9.430231	2.059561	4.145700	7.211952	7.886949	9.369047	9.053026	8.206767	9.722906	5.398589	0.294773	6.404956	4.467460	9.780548	1.216200	2.504274	6.826089	4.002455	9.441629	9.661209	7.155323	2.046910	6.158718	6.978100	8.897891	9.599104	5.648238	4.350588	3.853884	1.278870	1.475532	7.615417	7.633570	5.473240	0.211213	8.636049	4.845648	7.282106	5.155846	5.337382	
9.810956	1.871939	7.377266	5.829814	4.088591	6.517880	8.876396	9.982200	2.824329	2.438233	8.790374	3.156235	9.631014	7.629918	2.106596	5.554174	5.315182	6.319582	3.644711	7.516646	0.915572	4.636219	1.480452	7.770006	6.070644	0.462670	5.530549	5.374815	1.197125	8.358433	9.690965	2.708258	9.780392	5.184497	7.016365	1.854667	7.790016	9.292256	6.838006	6.096722	1.807998	1.742576	
4.914218	8.783727	6.689924	2.949444	2.489315	9.504720	2.882896	5.911263	7.961110	5.325681	9.160993	7.603972	4.437566	0.552987	3.296094	6.251339	5.176420	4.421128	1.132879	0.012576	9.893927	4.001412	8.803756	3.109053	7.449760	5.769697	5.378585	2.165021	5.085962	1.382936	9.537442	4.892587	6.353226	4.755206	9.197471	8.125328	8.195938	8.828849	8.721295	9.019228	2.671765	2.301786	
7.004005	0.592427	7.768026	7.691200	4.694114	9.061851	6.683635	7.216832	6.288260	8.045700	8.734421	3.420713	7.328056	4.111336	4.677733	6.144362	0.751705	8.122949	2.364155	9.482707	5.557187	3.031640	6.846034	5.148450	3.005988	6.956149	5.099324	2.115794	3.806840	6.027916	9.661052	9.714626	4.588024	2.154867	6.308212	5.793321	9.521327	0.123029	4.984459	2.619945	7.966149	1.285967	
4.737425	9.051939	3.969996	7.854214	7.711203	3.064605	4.287614	2.645334	3.069056	3.470556	2.118798	6.458857	6.587823	9.516262	4.072075	8.487034	6.338140	1.686220	0.491289	9.292615	4.370222	0.885950	0.182787	6.576757	2.077422	7.468204	8.588369	6.675600	5.295651	7.042220	6.750269	6.831158	6.560560	2.817825	2.738322	2.719674	1.543808	1.991466	9.487681	8.770797	6.962179	1.513592	
5.201471	5.869788	4.472420	1.845731	2.407300	3.453829	9.833009	4.228943	4.981446	6.453725	4.600905	9.200980	0.218609	5.167327	6.008027	5.128975	4.376430	3.550341	2.185052	8.427623	2.052819	8.011719	5.229232	9.316518	7.377526	7.310283	0.772022	5.234637	8.909602	5.800035	7.872397	4.169760	0.817145	3.664085	1.383208	4.731700	5.686938	6.237978	3.319360	0.908242	0.166868	9.812178	
3.320424	6.088695	6.496552	6.292733	4.382600	8.280678	8.482465	0.955621	5.105005	8.988282	5.921045	5.942139	9.565147	8.495196	4.627271	9.965110	1.754623	1.958468	5.852169	2.332263	0.531641	6.531386	9.052733	0.468565	1.776590	7.764056	6.121662	1.244763	2.373496	0.748666	8.043033	8.004615	0.433485	9.603325	1.895233	1.520567	8.534549	6.881267	9.605140	2.521439	1.921548	1.720515	
7.449094	2.563363	1.607470	2.503288	8.720650	8.458029	9.557801	8.039838	5.421113	9.135145	2.074139	7.882003	3.729742	0.319876	0.837180	9.348642	8.728997	3.480560	5.641430	4.270914	6.854847	9.997453	4.172571	4.756685	4.123640	9.090751	2.669772	9.935430	2.445123	8.169963	6.113732	6.116298	9.099237	2.015190	6.797796	3.302677	0.355297	0.559897	9.402634	2.384664	5.379051	6.307454	
7.488589	0.658250	4.888953	4.064221	7.520426	4.068556	7.047799	0.492440	4.985603	0.312430	8.905410	2.443497	4.372570	6.665572	9.929600	8.568366	2.798453	3.733464	2.723788	4.992626	5.745877	3.793900	5.589639	2.209045	3.734524	6.646393	6.725709	8.382937	0.073120	6.740045	4.839811	1.966107	7.990604	1.881988	7.625663	6.759279	2.312643	1.970916	2.566047	4.449775	9.310067	0.586791	
8.154367	9.532984	3.999699	0.201767	1.180382	1.118709	4.866722	6.743346	8.591004	7.990300	3.895085	0.597981	5.320289	8.112396	9.040998	7.468079	0.603659	2.420274	1.177046	6.313643	0.286825	9.706211	1.107687	3.447170	8.555423	0.358131	9.335293	0.673203	7.709002	1.658627	2.763898	3.055270	8.485538	3.612758	7.094895	1.136435	6.863573	8.665225	7.835023	5.911175	9.908011	6.488037	
0.928942	5.726827	8.308431	1.648689	3.545770	8.042640	6.786109	6.949710	3.362154	3.409011	9.527355	6.406780	8.767847	0.141708	3.244142	3.236439	2.863805	7.617261	1.125034	5.297810	9.692618	5.809468	6.249892	8.002323	2.974546	8.858856	7.874084	9.215216	5.246350	5.979726	8.993819	0.435320	4.610157	0.909864	9.384591	5.496045	0.345299	5.852607	8.859718	4.762286	8.657827	0.672056	
4.044903	7.335271	8.069386	7.882521	9.949036	3.074843	5.020329	2.550774	0.798036	8.228898	9.416917	7.371810	1.890985	6.756027	4.253313	4.091108	2.501333	8.791089	1.473518	6.797147	5.271966	4.463808	2.206435	5.141934	6.620505	1.403730	4.038077	9.178693	5.961655	1.902352	4.150952	1.480248	1.998599	7.591625	4.866140	4.070329	6.337660	4.930658	5.621877	5.114662	7.232238	5.309895	
3.278105	4.448504	8.844772	9.321621	6.143885	8.961035	9.721865	7.830283	5.934895	2.016321	8.194632	9.219152	5.352609	7.419696	2.859200	0.668548	7.387845	4.470887	7.439296	1.734849	8.152901	0.224812	9.643158	6.810347	7.415376	4.082434	3.732990	1.383715	8.688858	8.573999	2.641486	7.035849	8.321145	7.339775	5.853788	5.199065	0.632774	6.819311	1.671255	3.500362	7.008179	4.691694	
7.643085	5.293504	4.846759	7.719012	8.150813	6.603458	5.333223	7.651366	4.721680	3.490294	8.421202	1.514706	8.048691	4.011163	2.827004	1.822814	8.113454	8.846655	2.166561	8.241149	9.708009	0.903857	7.489751	6.375648	0.217862	6.153175	1.175946	7.580597	1.209290	3.207483	6.972128	3.364128	9.247941	5.127598	9.819765	0.888985	5.264668	5.025650	7.707027	3.466116	0.345505	1.688316	
8.343307	5.819314	5.788396	2.902028	2.122724	3.057972	6.000706	1.868123	7.977434	0.340319	7.674703	5.265803	1.400362	8.363651	4.102643	3.493300	9.493674	5.093466	8.530456	6.339008	0.606413	8.175815	5.232818	7.994877	5.013451	1.942862	3.176442	9.837777	7.833059	3.087102	3.649872	6.957214	1.235741	6.380335	3.636156	2.555467	6.479179	6.614554	3.291243	5.937283	1.139338	5.084193	
7.843326	2.219827	2.167126	6.055756	3.438805	1.491665	6.176612	9.715839	2.090480	6.847105	8.832919	7.110561	2.674537	0.910697	7.102741	4.396369	6.862856	6.732545	8.674397	8.888563	8.150139	0.419737	4.116198	6.785163	8.352192	1.366516	8.141637	3.486866	9.461673	1.497725	0.278115	0.414159	6.783583	8.105405	8.862323	4.416899	8.093514	6.593302	2.127372	1.163481	7.264138	6.292908	
1.681624	2.742556	5.421158	8.449035	1.795909	8.829608	4.153252	8.706467	3.720264	5.244898	5.830032	8.988476	1.377152	0.206430	0.503639	2.137438	4.005275	6.668269	0.799349	3.710657	2.624391	3.460660	3.673634	7.971222	2.616604	2.386400	0.339957	5.126189	2.917152	3.754823	7.665390	0.162259	4.577949	4.333465	2.776194	7.904235	4.203464	4.884341	9.914657	7.643561	7.850061	2.744876	
1.658389	5.879777	3.598310	9.926944	4.051626	7.729328	6.192142	1.848291	8.443311	2.204529	9.888574	2.094797	1.612149	7.797536	0.923921	0.768669	6.055025	1.909529	5.020195	7.079708	7.803269	8.929675	0.402969	9.810475	5.734075	2.357278	9.765624	1.046282	3.911585	5.185312	2.258611	5.561910	7.697933	4.686214	7.143215	4.298069	0.075648	3.067336	9.980930	1.798817	8.811306	1.464627	
8.786400	9.411011	9.729707	2.909230	7.203618	8.698649	4.675694	4.882742	6.547056	0.813931	8.210466	8.971910	3.632933	5.737299	2.216757	3.895088	4.806909	4.264009	0.703947	4.483525	7.050723	9.579515	8.352723	6.149834	3.372767	1.052221	5.243244	0.173271	9.813362	2.437097	0.891214	0.624538	9.709311	8.492900	8.942368	3.399199	7.821440	4.841633	5.510322	3.595350	1.575429	8.045847	
3.530990	5.609028	8.696333	7.120101	2.684997	9.482626	4.301037	6.233994	2.418463	2.647233	9.475090	2.919160	6.908888	3.144297	3.280488	3.314458	7.644937	4.459636	1.995756	9.880192	8.235321	1.548170	4.694214	8.070335	4.362765	6.190727	1.501737	6.936920	8.169191	4.913710	0.038550	8.493258	7.648690	4.711044	3.856787	2.454905	1.842520	7.845482	9.853810	1.200143	3.724700	8.001617	
2.847404	3.145430	1.327837	9.474844	2.727457	0.343537	5.758873	6.592673	1.609758	0.347600	9.896226	5.432348	4.977311	0.775118	9.986754	7.110085	9.777181	9.761108	9.101459	7.028487	0.637960	4.572661	8.011952	1.948348	2.293943	6.529627	7.396129	5.410647	9.018128	1.076108	3.950455	1.087996	8.126396	2.600806	9.722454	8.212624	3.834266	3.738353	0.369977	9.982280	4.565077	8.266928	
8.461060	5.314672	1.950317	9.805796	6.336526	3.999578	6.162301	5.590143	2.991729	2.125557	4.453766	4.407497	9.560668	6.314071	3.653656	7.020366	3.566797	9.697733	7.111701	5.124022	1.476129	4.503746	9.934420	9.403438	8.862907	9.559383	4.974863	8.695032	4.211815	6.060061	6.675336	8.720061	1.110880	5.733117	5.746591	1.349208	7.602929	7.005277	2.179877	5.841623	5.819826	3.146825	

220.413060
