1.095680	3.770918	2.139189	3.443125	5.336540	7.530769	3.491286	7.225963	9.071003	4.802094	1.752769	0.424818	2.915706	3.030260	1.130600	6.838609	7.197905	2.251418	2.313225	3.186487	0.942937	1.628398	8.162854	2.167576	7.856110	9.824488	4.645569	5.558017	0.608147	0.017994	2.635117	1.848461	9.660975	4.534764	
8.363175	2.292178	5.701700	7.306700	9.919704	3.473877	4.891753	9.023675	7.582873	8.665305	6.144249	0.973487	4.656870	6.272844	3.108299	1.059621	8.451662	8.655383	6.405221	2.675871	3.720402	2.531199	5.100574	1.982917	7.178824	2.785871	9.243094	0.101124	0.526486	7.619303	8.803261	7.789884	5.576535	3.224675	
3.832540	0.010886	1.757100	0.145093	5.780461	0.378386	3.201434	9.579774	3.592350	5.242578	7.006764	1.524635	5.221536	5.146774	8.399986	9.214402	4.498903	1.392615	6.330494	8.843985	0.763761	2.314959	9.374347	7.017000	9.840461	9.505442	4.181595	6.185674	4.136154	6.731266	7.550047	3.248796	8.945531	4.467792	
7.753758	1.693763	0.461580	0.951335	7.988583	4.868428	9.789632	1.926750	5.470012	4.726009	6.282654	4.370323	5.036789	0.387039	4.708393	2.399351	1.361853	8.826699	0.644424	8.299716	2.168916	8.040071	9.218609	0.226546	1.444472	1.870527	7.607045	3.351906	2.703264	8.030450	6.353564	7.370019	7.290956	3.931323	
8.557607	9.127756	2.441000	3.380386	0.067038	9.449999	0.509406	5.656362	5.984805	2.600371	3.329448	7.809695	8.647638	1.371849	5.967769	7.066550	0.657158	1.613081	3.580682	4.801240	7.299697	0.951756	6.407639	5.981323	0.207746	7.964720	4.989961	4.118161	6.289699	3.229045	1.587197	7.565523	4.713444	8.798780	
7.955998	9.464777	0.997941	0.641402	2.289837	0.504981	0.329846	5.514682	2.281588	1.526915	5.067318	0.914728	9.958798	1.105326	3.763692	4.184883	8.061944	3.914431	1.937862	7.902850	8.297147	6.970916	4.343720	7.206031	6.355837	1.899738	7.403655	7.578633	9.835965	2.677360	8.651548	9.950591	4.794661	9.529649	
5.795085	2.147825	0.093082	6.966288	6.830164	9.006293	7.140201	8.590344	4.451056	7.227800	5.059315	4.619854	8.882668	4.808618	0.174301	5.608200	3.570874	1.171251	5.375052	9.636211	1.167017	9.675575	7.049123	4.029115	0.257371	0.742874	8.594491	4.827397	9.983012	6.832677	9.534491	4.208295	0.225229	2.971786	
3.762263	0.641153	8.776549	6.098665	1.744028	5.091698	5.240563	7.697941	1.458224	2.776553	6.787601	6.507195	4.529861	5.392788	9.156279	2.044330	0.453120	4.541972	1.636492	3.997691	0.943319	3.074118	2.731950	9.896900	5.532662	4.446292	2.244387	9.583756	6.135309	0.169064	1.958679	8.105800	8.088323	8.021001	
2.508099	4.917654	4.051923	2.176555	8.088678	3.956250	5.686222	0.048612	6.060301	8.007824	3.773246	4.986439	9.093112	6.739774	1.519340	3.647023	6.311263	4.849432	1.437193	2.318607	2.393230	1.114271	3.505123	2.780918	3.321969	4.822665	9.976427	8.454049	8.823988	1.140771	4.117551	8.045511	3.067796	7.957466	
6.245312	2.095327	2.812326	7.563315	5.061062	1.446156	7.119462	5.605109	8.657397	7.103249	3.374592	0.628532	9.097775	6.952427	0.359067	0.807529	8.754569	7.072754	7.967781	9.946741	2.649369	8.543513	1.271516	3.696123	9.727441	8.311201	4.245080	9.641694	6.273567	6.700326	3.525976	9.590273	2.139840	0.736114	
3.261289	6.935278	5.191257	9.436678	0.423166	7.128301	5.050530	2.372702	3.595964	0.285644	9.301002	3.328875	4.241974	9.768790	1.635597	4.615051	5.084739	6.546669	6.218960	5.774550	9.281688	9.049022	7.243932	8.146150	9.706416	5.039936	7.732077	4.560281	9.538837	7.424395	4.163421	7.661017	0.623902	2.089207	
2.168245	7.481177	0.735639	4.335705	7.384221	3.428632	3.393878	5.715174	4.535310	8.949093	5.363168	5.041179	8.351644	5.095444	8.982382	1.135830	0.638156	0.150572	4.071404	5.567573	0.307665	0.968129	9.351375	7.622160	0.635720	9.790353	6.294718	2.877355	6.009418	5.638898	8.611099	7.521993	6.493845	4.568639	
1.059973	8.380691	4.135274	7.503344	8.076712	4.908481	3.839300	5.089506	0.160331	8.575785	7.666362	4.005516	1.533903	5.688345	4.514356	3.932308	6.093678	9.269141	8.882365	2.137382	6.188633	1.311610	8.097097	9.911589	2.703959	4.591382	6.369033	2.738125	8.848583	2.853216	3.338089	4.659516	9.667413	1.744092	
5.493109	2.096203	0.285730	1.608372	4.062122	9.681191	4.575808	3.756460	1.164942	0.416636	7.193837	8.290479	4.337650	2.392983	9.853006	7.584968	4.392571	6.224958	2.081248	9.158951	8.511372	0.552328	3.712145	8.965020	3.778945	8.789759	2.893998	3.661275	3.821269	6.077322	5.628691	6.309582	1.203003	9.117886	
8.899970	0.972381	5.195078	5.859725	6.754555	1.263454	0.925891	2.131225	0.484939	2.108643	9.509751	3.116295	9.775106	4.142509	9.179066	4.031902	1.588012	3.512805	2.378869	8.456740	8.714139	6.700846	7.054135	6.326260	8.720409	6.585943	6.747989	2.853397	6.135263	6.209270	6.277668	4.906639	0.040014	5.091706	
4.018230	9.295698	7.603492	8.822941	0.704407	5.705984	2.532040	8.456802	1.211544	4.539058	0.502846	3.650390	7.606329	4.968016	4.240248	4.393118	1.394741	0.832311	7.466113	1.411088	7.671943	8.323122	5.128562	9.589543	2.952543	6.412105	5.040010	0.611844	3.282107	5.495547	0.382576	9.333685	0.621679	8.367216	
9.980989	8.086198	7.449846	4.888542	5.691542	3.838270	2.680863	0.510927	9.766512	6.167333	2.157023	0.161886	1.132894	0.833243	0.978426	6.842512	2.971345	7.022100	1.363310	6.208311	1.946189	9.419496	9.324147	3.658923	9.038467	8.689214	1.664893	5.082574	7.486190	2.699264	6.032365	7.088585	7.710721	9.654616	
9.883357	1.865995	7.454001	3.587855	8.410158	3.922452	7.131258	1.208218	7.477205	8.977879	7.949332	9.532784	9.535212	2.175264	5.612657	0.521243	5.942794	5.160073	5.001876	9.965366	1.208679	2.560086	3.845861	5.745833	7.786594	2.655451	7.621589	6.085415	7.757124	8.784723	2.946185	8.603957	3.475483	7.955585	
3.756895	0.577755	1.058457	4.529666	8.331179	1.655265	6.875296	3.911319	0.463033	1.121485	3.440348	4.399455	5.603186	9.910686	7.309990	5.698121	3.987263	2.682306	8.466122	5.514251	5.942118	5.043670	8.055811	9.068959	3.217014	9.864844	4.870566	1.030333	7.381860	7.297375	5.021554	7.857705	3.912890	7.219582	
9.419101	7.542772	3.415118	0.353599	4.992929	8.048148	0.068108	0.133300	9.221251	3.184314	4.164364	4.770141	9.151156	3.471804	2.236933	0.018576	1.790377	8.048320	2.932676	1.690790	7.076641	9.387467	9.648441	4.603742	2.994855	6.604824	6.347443	2.513565	0.031154	3.765589	8.225411	3.917742	5.614520	0.329665	
1.346581	0.710444	7.507842	8.869797	9.230051	5.344500	1.310306	8.654109	5.132901	0.357802	6.053180	8.953238	1.589292	6.438244	5.795935	0.717081	9.026373	6.178899	3.989259	7.399231	9.556467	3.863292	8.843554	2.389209	4.311875	1.019247	7.417025	3.759091	1.237690	3.710527	9.910270	2.677880	3.425192	7.787330	
9.693118	2.982413	9.087567	7.867950	3.254593	0.419965	2.984826	4.713014	8.849684	9.521927	9.648980	8.466922	1.791539	7.113840	8.158799	1.202230	4.708696	1.766241	9.799537	3.321191	7.496797	5.541052	6.370171	2.755741	9.552033	1.956108	0.819026	3.959596	7.727905	7.282202	6.417094	0.493796	4.806337	5.469179	
6.907528	6.767180	3.430540	9.928661	7.750410	9.333856	7.705420	2.852773	0.651378	8.023736	7.405548	3.188925	2.392428	7.089525	4.283845	3.215854	3.330193	8.760897	2.407058	1.557161	0.104732	4.028071	0.239056	3.664713	4.445968	7.867809	0.298407	5.931060	4.514567	2.245575	2.746484	9.324464	0.632052	2.007121	
6.906014	7.615635	3.673913	4.829353	2.507388	4.452630	4.934638	6.679524	1.627644	6.501113	7.570928	7.002350	5.520233	5.556927	6.499314	9.119622	2.434116	7.143575	6.418770	8.747605	0.480571	7.322028	1.463765	3.169503	9.746608	9.282787	8.096640	3.816302	9.894602	7.608217	5.858101	4.917700	6.690540	6.441907	

171.680496
