4.114442	5.348293	9.904940	2.054916	4.648842	3.978657	9.362473	8.967590	0.178904	6.811449	5.720074	8.528528	5.934182	4.162167	7.549460	3.855941	6.823833	8.745071	4.028596	5.946944	5.526858	6.900776	1.445346	8.233945	0.630045	9.884732	0.159494	3.831932	7.243264	9.742527	4.481664	4.634482	8.393642	6.812484	0.072038	3.273610	7.006103	1.375381	6.147727	
7.804083	9.774055	2.795877	2.135015	8.073229	8.332130	9.608276	8.931032	7.218172	8.692963	8.054042	3.880275	6.832466	1.973637	1.687107	9.943933	4.245464	7.858761	7.706507	5.758288	2.680148	4.047078	4.216839	5.414679	3.632609	6.999994	8.780101	9.897756	5.710503	4.820009	6.245981	5.259018	1.555056	1.276577	6.283690	9.213790	4.488808	2.760841	1.367313	
3.275600	9.944736	4.214619	9.675727	8.061311	0.651255	8.627753	8.582091	0.099611	5.102149	7.474345	2.671244	9.205444	6.649106	6.351336	3.814580	0.223227	1.737823	6.528847	6.034637	6.638019	4.816950	4.274410	4.655623	1.287038	3.183632	1.014783	2.389180	7.040931	3.473713	1.554880	0.160093	1.293515	9.599068	5.868397	9.414802	1.309634	2.928754	0.869780	
2.540213	5.833897	5.153016	3.234671	6.329030	3.468677	7.992771	6.288203	8.312134	7.015227	0.949600	5.838323	9.386005	0.889300	4.676925	6.004281	0.218479	7.935028	0.161603	7.637567	8.586022	9.655543	2.278842	8.356158	6.125302	3.852293	4.541636	3.358186	2.457417	1.080588	5.768122	6.526877	9.752500	9.012124	2.063549	8.258501	7.136279	3.122710	4.874347	
7.047633	7.713506	2.336792	3.466388	3.124931	7.996823	5.527095	7.964348	6.977565	0.044154	5.741002	5.190353	5.046631	3.960716	0.171263	4.121945	1.037250	9.746090	6.231696	4.422893	0.735110	1.384776	9.145623	3.162868	4.011204	4.134416	9.348669	8.192543	1.910169	3.429291	0.268776	8.532272	0.601672	0.160197	2.661931	3.212649	1.066003	9.413676	7.246300	
1.543770	1.503992	9.697276	0.548557	9.155970	7.679451	8.154122	9.495655	4.558932	7.681408	6.319408	4.753479	8.549879	6.915215	7.214550	9.861303	7.516789	7.641838	1.590403	8.006468	0.188922	9.768712	4.790387	4.660528	0.231612	1.520729	1.653547	2.906816	5.376043	4.052079	5.049766	0.075248	8.802666	5.270579	7.052242	4.975707	8.280324	9.644211	3.674322	
6.960906	8.897747	4.086935	3.015280	4.338362	4.042582	0.335168	9.413258	2.440936	0.636562	6.737335	2.563282	6.801694	5.967649	2.895011	9.799591	3.573437	7.350813	9.467265	5.119929	5.414405	9.882963	5.552992	0.573831	1.996832	9.614508	1.098056	7.337842	9.451424	6.278277	5.883092	6.148528	9.139868	0.609156	1.204282	3.896901	7.378689	1.783833	3.072390	
1.632723	2.730020	6.764327	3.755711	6.198736	0.484378	5.433880	8.675190	0.620397	5.463791	2.765153	3.274775	9.547113	2.509429	8.011927	7.909883	9.465357	4.795512	7.844158	5.862666	0.493415	3.094750	0.995301	3.035438	3.169325	7.227517	8.438268	2.010840	7.281515	2.821855	4.475163	3.136111	5.584977	6.009409	1.649980	4.688359	2.291543	2.477552	4.343258	
5.235508	2.672463	8.264879	0.400939	5.666549	4.049680	3.565882	3.168992	9.153466	8.104552	9.878174	7.932830	9.693852	9.865680	9.790854	5.740523	9.221987	1.402381	8.578753	7.742909	0.204788	0.736130	0.945667	2.351280	6.619521	3.837767	1.828669	0.968250	3.283064	9.891205	4.421950	1.941901	6.965383	2.358276	8.202150	7.031533	4.955189	9.870368	4.699553	
8.175013	5.643599	7.416257	8.044514	8.178243	7.886183	2.710383	6.146453	3.874132	0.743106	4.963015	2.952566	0.148377	8.813932	9.201789	7.111384	2.546746	6.526482	7.988943	3.359188	0.604771	1.901969	0.918977	8.924732	9.748243	8.101299	5.460730	6.385696	4.121522	8.829001	2.861103	0.508928	2.873429	0.542062	8.760083	9.728645	8.786812	9.094302	5.520560	
3.830093	3.065943	0.755127	5.376237	4.086520	5.824210	5.152812	4.511603	7.306028	1.755095	2.604839	9.986862	7.247716	9.842272	7.443007	9.508090	6.096251	6.994428	7.711269	9.156241	1.020287	7.024590	3.401803	0.507062	7.692556	4.536137	8.043640	1.999109	8.212398	3.308965	3.954673	1.832105	0.580864	5.903420	8.721189	9.354709	0.255210	1.936627	4.539872	
6.476798	6.582352	4.948320	9.744969	4.543173	2.938443	2.222075	6.328095	2.795989	5.083973	9.252372	3.865540	6.412366	3.120281	7.159015	3.488473	3.265282	5.210179	1.699228	3.380185	3.850581	4.557349	4.890620	9.283100	5.081410	0.604435	5.849529	0.386152	3.527239	1.894453	8.205881	1.528932	5.880335	5.916573	4.299259	3.505445	0.734457	0.720430	9.523680	
2.625659	3.579334	6.569613	5.877304	9.415194	4.160262	3.459516	6.406199	0.477400	5.788466	7.546561	0.534623	4.682216	9.207123	6.953476	3.629810	8.797883	9.845539	6.040605	6.088621	6.477237	5.691391	0.151585	1.163982	4.631065	8.078600	0.036884	0.048483	0.499542	7.329866	4.379071	3.396050	3.060469	1.577973	4.337709	2.062197	6.662345	1.197501	7.472072	
1.336198	5.237840	5.835539	9.904629	7.995506	9.826769	3.704767	3.114183	2.274516	9.993908	2.756867	6.526811	6.049271	3.776099	7.479916	1.821530	0.726318	6.315835	5.116103	9.934192	1.736416	7.003822	6.098510	5.617322	1.221960	9.909285	4.912872	0.597848	8.838173	6.019895	1.636068	3.880032	7.847090	0.860370	2.362968	9.564011	8.057391	4.679137	1.567817	
9.647181	8.591676	6.460681	4.971808	5.189744	7.400043	3.233532	6.015652	0.209852	9.715507	7.477899	5.027410	4.408476	7.295333	6.865356	4.578358	9.768790	8.456953	1.405970	5.682447	5.613468	4.253591	8.616770	9.723710	1.101450	0.545519	9.572852	6.611617	9.360178	5.257250	2.955868	3.793053	8.058535	6.139563	7.335695	6.587480	2.623709	6.483771	4.973515	
4.963563	3.860171	3.340460	0.334810	6.814956	9.313135	3.157963	7.512607	2.615175	9.605185	5.299854	7.289580	5.902442	9.761368	2.916527	4.525785	1.601357	1.383936	5.105483	9.753151	5.712206	1.550924	0.748252	4.307496	8.815529	8.446857	5.744874	3.168613	0.643826	0.202111	1.325079	9.779948	1.076101	0.505020	7.881195	3.134547	8.274994	8.405592	0.656537	
4.247977	8.923918	0.187519	3.355954	7.250887	1.898625	5.239879	6.276510	3.618947	5.407786	7.192283	6.252942	7.305409	6.941275	0.717499	1.327098	7.531616	3.548665	8.113705	7.061003	8.206595	3.390820	5.109223	1.376394	0.043843	0.636947	0.436837	6.552765	0.870108	7.716293	3.437310	7.877336	6.256453	4.956680	4.384438	9.498377	9.810892	1.911160	4.687202	
3.851746	5.819873	3.400688	0.702467	9.370778	9.000846	4.937156	4.264499	5.388253	5.964599	2.297037	9.254641	2.900503	4.778721	3.425532	5.513728	2.506898	8.027769	8.838550	5.467102	4.655602	0.018730	6.024453	6.007693	0.478290	2.699241	7.570665	8.090397	3.715288	1.160189	0.617606	3.774672	9.940815	8.686249	5.303558	0.790186	1.675357	5.435813	6.764225	
3.581788	2.429301	2.249656	8.788697	8.981877	5.627654	9.847982	8.864733	4.760746	7.824625	1.871599	7.568869	5.640387	5.560785	2.599024	1.415501	2.938993	9.035417	9.423397	4.983046	3.448310	0.512744	5.913417	6.785148	7.032450	5.078386	5.056839	2.134366	4.990793	5.010097	0.577904	1.208067	0.870301	7.716068	2.468376	2.593813	6.359113	3.378308	9.350580	
9.779978	9.215443	7.994504	6.672639	5.177855	7.101131	6.772089	5.757884	6.582360	6.669297	3.760926	1.955828	2.217781	6.026935	3.443309	2.273615	7.535199	7.218464	7.481693	8.720206	7.827354	2.081176	0.247261	6.796163	2.101385	1.524266	9.373411	5.433021	0.931701	7.949653	7.570684	0.636350	1.306656	5.094073	5.923461	4.242931	4.580566	6.048373	8.098583	
4.082036	7.061155	3.302720	7.653993	4.286737	6.632081	1.950426	3.903944	3.348550	3.765982	9.285722	5.619491	0.526078	9.175714	1.839823	5.844393	0.670641	5.754738	2.156474	8.965806	2.411213	3.585156	3.905860	0.261560	0.158518	1.234560	6.426708	3.883977	8.899240	0.131266	5.435783	8.702677	2.532255	5.368406	6.790399	0.956861	1.777982	1.133192	1.081897	
6.263200	4.160603	4.171484	6.164581	9.221755	8.056404	2.884057	1.807583	9.090408	9.188374	1.898466	8.071708	4.123374	8.615417	9.384147	3.049417	4.334744	8.478923	3.330842	1.676095	7.887420	5.565963	2.042192	3.494538	9.504817	7.229319	2.632773	5.505419	8.163370	9.400626	0.950204	9.866615	4.930588	2.248634	6.835344	7.712233	6.288432	2.185749	0.651539	
4.186051	5.664953	5.681546	1.733778	5.254607	1.946324	3.715391	4.215216	9.834092	7.365188	6.967537	5.616777	0.327495	0.217364	7.554978	3.327336	9.980055	9.807435	5.806074	1.447522	9.221549	0.600032	4.478152	5.647733	6.156028	5.992177	5.170616	9.648207	3.437415	1.939643	4.991878	8.789707	7.333170	9.603968	3.928764	2.276614	4.121708	4.581204	0.432780	
3.679658	3.619043	3.083688	6.876208	8.544773	2.095545	0.350342	0.173817	3.603309	5.167623	2.591767	5.599241	0.954772	4.807415	9.454647	0.446348	7.040571	8.228812	2.640742	1.232934	6.093425	8.467936	8.317464	6.613740	9.416587	9.859667	1.780774	1.119611	9.968637	7.460573	2.415500	6.805637	3.836964	9.613502	9.395251	4.454002	3.994456	1.856145	6.053197	
0.177653	9.167416	7.028527	5.359222	9.142875	1.269579	4.596185	3.983628	3.031851	8.663787	9.110703	6.165955	5.352752	4.355841	1.406215	6.828572	2.442752	0.202302	1.823132	2.867541	6.812239	0.625497	8.932194	4.290418	4.289307	0.673224	5.885964	5.116697	7.398366	4.193801	7.128047	4.036387	6.434596	2.836143	3.953063	7.427778	5.423404	1.633762	6.727045	
1.567783	6.837210	1.713774	6.640325	1.247636	1.780520	9.714355	9.289981	4.209084	9.195645	7.542320	1.546514	1.626541	2.524303	8.102320	0.364455	1.556500	7.101787	7.170962	2.185122	2.919651	7.314585	0.441932	5.156584	2.876363	8.296945	7.588473	1.546378	0.086489	0.171158	7.419440	0.393996	2.845536	3.380121	6.594779	6.196958	5.610476	2.447671	3.029259	
8.094607	5.691376	2.138778	7.575517	8.854712	7.708879	8.747425	3.958838	4.104406	0.020022	0.339289	8.554091	5.362886	6.261275	6.722130	7.683684	1.558677	8.570355	4.045245	6.061923	6.036069	5.535842	0.622305	8.744756	0.795073	9.725067	8.542478	5.293782	6.201644	3.993555	9.737068	6.171447	3.317929	9.763201	9.435198	4.705931	8.867753	9.589916	9.788298	
7.734189	3.812072	1.305534	7.034423	1.826576	7.394546	9.516113	8.839324	5.099843	5.127596	4.057419	8.572315	9.891630	3.617399	0.991336	5.310908	0.333674	2.087357	7.152414	8.085951	2.477650	8.069050	4.345667	5.251557	8.981476	2.611360	9.232998	3.121606	2.845185	8.973631	1.728946	5.582734	9.175544	8.640769	4.768423	5.471933	1.806000	4.747330	8.927756	
7.577843	8.426662	3.266649	8.948763	1.863675	8.552888	4.773463	5.555286	3.078261	4.594967	9.936742	9.132548	2.395536	8.282102	5.367103	0.327716	1.470336	4.481653	5.703154	0.184426	3.850123	2.846408	2.248122	5.941546	6.747348	5.137299	8.147312	4.564953	5.331669	6.114034	3.455157	7.832509	9.352663	1.018610	2.631274	4.603550	5.602953	9.860227	0.118702	

198.689411
