8.420174	3.090432	0.891522	9.514240	2.973423	6.637934	0.769734	3.377265	9.012869	6.390580	4.483288	5.981894	4.629904	5.969892	4.112576	5.240433	9.166734	5.932234	2.224254	9.735852	9.412465	4.111940	9.194301	5.781106	3.912937	5.552555	4.575090	8.283807	9.679853	9.529113	
3.156185	6.667888	3.962471	9.960911	3.120739	3.376753	8.554127	7.332194	5.801483	3.314991	2.393712	3.340729	0.023254	2.514010	6.957574	0.607386	8.115390	7.956123	3.951716	4.459741	9.293837	0.145346	9.794458	1.730583	0.996509	5.576270	4.499812	7.211615	5.073774	3.645214	
0.943972	4.118003	1.009890	8.530027	9.564031	5.668185	0.363701	4.526179	8.897976	9.659211	6.881731	3.889492	3.900856	5.182228	3.815091	0.780632	5.374672	6.988905	8.264358	4.423190	6.213556	7.575474	3.922589	8.535691	2.858590	6.132211	3.260022	8.197687	1.451699	0.133546	
2.962675	6.511313	8.864309	3.941219	0.762357	6.518064	5.495456	7.879927	2.550875	4.580830	1.539255	6.953200	4.769966	3.612886	0.676244	1.347776	1.314529	3.820364	4.269789	4.653921	1.311267	1.141254	3.174240	9.580733	4.524513	5.684540	5.271734	1.942981	7.580943	6.820612	
3.457611	2.373072	8.400795	2.937740	3.322971	7.226071	1.005764	2.494819	7.672302	4.091089	7.170194	8.466154	2.530343	9.662211	9.665862	6.196235	5.191684	2.836938	8.842199	5.636946	5.528129	2.727107	9.436519	8.407555	8.066932	1.253472	7.485783	0.985797	2.182674	4.703058	
4.819501	9.949429	7.720280	7.443805	5.647603	3.006914	7.552869	3.210054	7.431096	2.709485	1.152501	8.941881	8.214291	9.013637	6.144314	8.563710	5.789456	0.463219	2.402285	9.145045	5.272775	6.719584	7.446710	9.919032	9.653503	7.883284	7.776936	6.870058	5.725552	5.585108	
9.067568	2.939143	4.820035	1.163793	5.624995	1.445267	1.774711	5.344564	5.006030	0.232919	9.550834	6.495621	9.370440	2.026625	1.971751	5.568498	9.945217	3.099442	2.052665	6.227334	8.793862	1.781861	7.838331	6.716988	8.667103	4.154303	6.934385	9.404866	1.592426	2.909810	
0.668437	8.156114	5.757829	2.304510	6.957101	4.530384	3.418602	7.111001	0.109111	1.066364	4.754112	7.155488	1.420824	9.978173	3.767204	4.801021	8.309550	1.453077	3.982111	5.103396	1.762762	4.271914	5.127663	2.370368	2.812365	4.600969	8.662290	3.634148	8.965182	2.220224	
5.771775	2.508912	3.008237	9.635812	8.492062	1.824279	2.306766	4.917280	5.972294	9.689124	6.693106	7.574363	5.349391	5.120540	1.332220	6.967886	0.752940	9.971917	5.316462	0.272481	1.907092	0.650980	7.307923	1.794580	0.450986	2.925001	4.735970	8.696154	0.493072	8.960435	
6.332132	3.499167	0.127391	3.475712	7.111991	9.641156	2.657053	9.931494	6.733884	3.826898	7.632023	5.947893	5.193074	9.893982	5.653173	4.864046	9.882820	2.312583	4.579969	4.258733	8.155129	2.741582	0.195030	7.409642	9.185199	0.310765	8.078285	7.738672	3.890793	1.825263	
5.535187	6.497229	8.237756	7.532186	1.459581	8.706704	4.289746	1.671977	5.470575	8.111793	4.212514	8.673185	4.996182	8.487295	2.737081	3.907550	3.066970	2.360002	0.046681	5.679388	1.389926	9.906809	8.443218	1.097977	7.135040	9.602884	4.286074	1.811540	8.146505	1.056906	
5.436013	1.845209	5.602307	7.496737	3.083120	5.181519	7.835405	9.716095	3.430494	9.259892	9.995025	3.805360	6.365573	4.350799	4.217049	7.079911	2.826293	8.061078	6.302390	9.714767	1.407773	5.765806	0.201464	8.750652	2.700328	6.402800	1.218259	9.831043	2.087811	3.408898	
9.775518	1.442146	5.877556	8.254982	4.833767	2.342927	4.176348	7.612852	5.497398	2.997679	1.214082	8.265540	3.741096	3.269715	7.904796	4.479339	9.083541	7.852291	8.454478	6.287133	1.610999	9.854909	1.816849	7.970231	4.868935	4.580585	4.681242	2.336925	3.777952	9.451096	
4.254646	9.043460	4.198002	6.503069	1.391003	7.400312	6.105898	4.459570	1.365357	6.572185	4.721019	0.587097	4.822321	1.488057	4.645624	2.162256	4.996021	2.932219	1.004651	4.992287	2.556987	1.278763	1.905247	2.641764	4.049028	6.496429	9.623658	3.567014	8.681848	4.021862	

152.150023
