8.614235	4.081508	8.551031	4.346801	7.463769	7.268774	3.247681	4.988681	1.460649	9.404164	1.707164	7.422437	8.947923	1.064591	8.296028	3.570708	2.679106	6.119622	8.879339	8.151780	0.568155	2.772061	4.885232	6.694720	0.966707	4.753821	3.658598	3.713108	9.990901	6.794868	9.943781	9.690509	4.763819	4.091028	8.575770	4.172288	4.654606	3.870677	7.123843	6.646709	4.715712	0.897713	5.943270	
8.859081	2.930142	0.267421	5.687281	7.190989	4.075828	6.321119	5.195531	7.366478	9.002517	4.906200	1.401665	3.443129	4.686916	3.502416	7.591751	8.165290	4.172698	6.304805	3.089559	7.016695	5.010761	2.531574	9.879308	8.395931	7.791344	5.600571	5.473561	6.022731	9.250374	6.660384	3.110881	3.976474	6.341887	3.827606	8.884273	4.729825	8.251531	6.892051	0.220944	6.311291	4.223370	5.936969	
7.515768	9.521989	1.020277	7.803383	8.786667	9.255769	2.461638	5.136018	7.922823	6.725229	1.882985	4.654560	5.778748	3.909222	6.588162	9.948690	2.859000	8.011575	6.895634	9.569081	0.456622	0.615349	8.755165	0.638710	7.705896	7.326336	1.116432	8.669978	6.531412	0.658125	9.743091	8.259455	5.150684	7.424901	8.724611	2.417329	6.937178	9.644282	5.412917	2.869434	8.151922	6.906107	2.886296	
2.735261	3.097186	0.032028	8.966905	9.243976	7.874899	0.311005	6.237132	7.765023	8.591602	3.937489	3.615591	4.856565	1.463101	6.609583	5.921634	5.609437	5.996830	1.622616	8.046520	5.641432	9.908820	5.010879	2.532833	2.052905	3.214040	2.351129	6.752675	1.649064	2.199567	6.100152	8.805667	5.078966	2.679899	0.963841	8.576523	9.011973	6.686136	4.086641	4.294650	6.825467	2.227871	3.576054	
4.854954	8.233946	6.911795	5.349560	2.540431	9.204133	5.674367	4.580821	3.195011	2.926548	3.112218	2.962188	4.304705	3.480526	2.608810	8.534889	8.667864	6.196705	4.114742	0.330722	3.426201	2.560494	3.060253	6.415859	0.593774	5.737443	5.301280	8.371055	6.123546	5.128078	4.947213	0.566060	2.526764	9.300428	5.325755	6.196219	4.291028	3.949568	0.493472	2.728483	9.122265	9.538179	1.680920	
0.806188	3.492192	0.553534	8.512176	4.809156	0.680195	2.924970	4.068460	6.783756	2.384195	5.419811	4.870720	1.067371	6.132234	5.854605	3.266956	3.139648	1.767361	0.060019	1.914369	5.917674	2.635561	1.374376	4.464774	1.011906	6.486593	5.377585	3.120494	1.788806	4.991461	2.988239	6.105888	3.661941	0.597047	3.990274	1.456444	3.231681	9.354473	5.161941	2.580120	3.079868	2.384612	6.458586	
1.047796	3.341135	4.594448	1.553883	1.597561	6.789906	9.760845	4.418207	0.246836	7.115444	2.477870	1.392956	6.067753	6.725766	5.019642	8.861771	2.338665	9.873211	1.826150	3.860302	8.471647	7.481388	5.352936	9.181697	1.380165	4.690827	4.482782	0.402410	2.462155	7.103812	1.983179	1.242090	1.319176	7.525019	1.302735	2.020458	1.916248	3.776603	0.802291	7.751784	6.732117	4.970208	6.466388	
0.557142	9.174533	9.518648	8.836379	6.038394	9.667222	6.679730	4.344365	1.410995	1.799124	7.939581	3.525903	2.603710	0.634157	2.466630	3.852625	5.875639	4.165851	5.843102	8.090973	7.136363	7.222109	1.737007	7.845252	1.837361	5.550627	3.529015	9.956398	4.444355	5.113838	3.041433	7.665119	6.190402	0.655156	9.900329	2.247622	0.492206	4.470431	5.085948	0.227236	2.268476	6.936424	5.707413	
4.878287	2.549758	0.013163	0.994803	4.438886	3.983151	4.849518	2.992566	1.587878	4.694712	6.326547	1.853535	2.656713	5.819583	2.602429	0.529352	4.350624	1.675110	5.831350	6.243164	1.697992	5.302843	8.223005	5.592483	1.506382	7.666648	8.529185	0.234845	0.464735	4.492116	1.846406	4.465830	6.240350	7.080327	1.608976	7.947330	0.876125	2.956641	8.257970	3.246868	9.626266	6.084111	1.368609	
0.530542	2.700563	4.113549	7.843687	1.100000	5.188366	1.949705	5.609536	5.886934	1.072266	0.602582	5.302335	2.575020	5.239761	9.762678	5.187709	6.335918	8.824142	2.227342	6.680907	7.640402	0.472551	2.339556	6.836210	6.742367	3.265329	8.507856	1.679039	6.594456	0.667029	8.818946	4.150285	9.175169	2.206370	4.955985	1.025537	1.136734	4.971754	5.789393	2.368139	2.022148	9.238330	4.079734	
4.966604	2.838246	5.966259	6.543151	9.928390	9.696912	6.207218	8.279208	2.332275	7.520054	7.889239	9.113652	8.373342	8.104448	4.993347	3.506216	3.699129	8.920983	5.617819	0.792657	9.998149	4.092468	5.476100	2.363822	4.806105	8.483436	1.042160	1.168891	1.866104	9.721216	4.575849	6.627292	6.018954	7.114878	9.839257	8.800804	8.185533	0.252982	1.626367	2.358802	0.797888	7.565404	3.249925	
7.331878	6.324999	6.373928	1.145197	4.824111	9.475308	0.845375	0.799302	5.076255	4.798933	0.127949	9.966195	1.780204	8.282876	0.379911	1.735314	5.560547	2.835051	9.880849	6.123335	0.694215	0.461427	2.496408	2.399938	8.013195	1.280317	8.904140	9.706773	7.754596	4.705081	4.450131	1.813176	2.243429	1.352352	3.446037	4.163634	8.649712	9.541773	3.628950	3.779388	7.389281	2.303597	8.680598	
7.114544	1.037949	7.792081	7.897000	7.639699	3.537431	9.280715	1.447676	1.095817	8.728264	9.041766	8.853766	8.412925	2.185029	9.922174	8.682221	4.351664	0.695421	4.546107	3.669825	7.126012	9.664843	2.518186	0.616839	4.054120	0.286983	8.334462	5.948479	3.718756	4.684133	8.153835	7.458809	0.139197	7.518281	9.729691	6.199599	4.738016	7.763954	5.285750	0.139344	6.772477	5.594789	8.483767	
0.563128	8.861682	1.745584	1.242269	1.731509	8.849190	0.573608	0.261354	9.132361	5.708749	5.952706	0.863810	3.778830	7.395950	7.669152	0.435163	1.091823	6.883712	5.281434	5.553094	0.860400	7.836410	2.671516	9.330346	9.326518	2.398146	6.729620	8.141988	9.392905	6.382633	8.130991	3.280095	9.616478	0.289364	1.882295	0.177786	4.614510	9.024904	4.927440	9.644474	8.242483	5.246063	2.521505	
2.258035	3.526269	3.899079	0.653104	5.652071	4.684098	6.424532	8.726665	3.710295	2.583089	6.770239	3.121441	2.554308	6.533756	8.757387	6.117255	6.945439	8.465634	6.125618	8.320071	3.091939	3.551308	9.883757	4.635300	4.445871	2.595335	3.175209	6.555149	4.855300	0.912003	2.313994	4.282861	0.096835	8.060909	4.349328	9.793542	7.372895	1.868206	8.120294	1.849897	1.290374	1.344927	3.812942	
6.619967	2.947868	1.131049	9.172324	0.007228	0.357828	7.077608	5.433588	8.600843	5.605099	4.885045	9.900204	0.647189	2.813557	2.064721	7.610282	6.519561	1.300953	8.404469	1.440561	3.836271	7.916682	0.700247	6.517001	3.393835	4.628095	8.961523	1.761363	9.453523	4.730783	0.563515	2.274577	3.977822	7.094289	5.126352	7.642628	4.679763	8.722042	0.144273	7.179603	4.613968	2.687044	7.101387	
9.445694	1.710951	2.549181	2.117688	8.228511	3.614459	2.925525	0.117960	3.036059	8.811328	6.112102	6.749459	5.206004	6.304984	3.467616	5.264286	4.316446	2.531738	2.016287	4.076364	8.288308	3.311664	6.809882	8.804114	9.939462	1.874814	4.384157	9.168322	9.726719	5.070543	9.384272	6.830977	4.830269	6.108781	2.082191	0.691700	1.576516	4.887768	9.060813	0.395948	0.664248	4.964825	4.504971	
0.888275	0.801705	8.227797	1.429883	4.311817	1.155726	0.441004	0.685302	4.679029	2.730103	0.772996	7.923084	4.313676	6.274657	3.767618	9.853298	3.575070	1.157132	9.207959	5.190378	3.182714	6.960511	0.149732	2.790315	1.628734	8.533018	0.768539	1.175145	4.998668	9.695534	4.904970	2.836822	3.940867	5.513736	8.566817	0.678657	1.899651	7.655355	7.953505	2.708576	0.984909	7.293675	7.816713	
9.660298	9.830759	5.732561	8.621114	5.177936	1.424881	9.907796	9.947651	5.965059	1.186683	4.290637	8.844772	0.413111	7.902061	6.138875	3.035198	3.661291	7.087895	5.042710	4.229708	5.504916	6.598660	6.372130	4.402307	5.584116	0.417430	0.882656	8.803587	7.544389	4.895889	8.623306	8.885535	7.930406	7.119350	3.828318	5.335147	6.874815	1.568002	8.422851	7.801496	2.893319	7.989579	4.338878	
9.953132	5.681494	5.154577	3.235446	6.812594	1.288431	3.537968	9.149464	5.978280	2.874723	9.499175	0.977988	5.874585	7.349503	5.559210	5.412873	9.515194	1.705488	3.468184	4.238950	7.869404	8.987691	1.123498	1.470251	3.286928	6.826982	4.501870	3.383766	8.853605	4.969848	0.654336	0.168341	5.498184	1.792117	4.221466	0.830022	5.870519	7.206062	1.761103	0.835374	6.031972	5.584992	7.238237	
3.768592	6.130600	8.375571	8.086394	5.436720	8.837148	6.696331	8.556115	1.815879	4.062307	8.297269	7.238562	4.735336	0.376812	1.585503	3.334152	6.378253	7.584225	8.535511	1.407150	4.396189	4.795942	9.864409	0.514014	6.685474	2.395825	1.076949	1.826413	2.457483	8.431853	9.066962	4.426048	7.573268	0.598106	9.092334	6.372519	8.865968	6.832840	9.360299	0.247629	1.689936	5.549006	0.610364	
7.684847	4.802210	0.638349	9.238440	4.125168	5.760876	7.503047	0.886371	4.111220	6.250034	7.491608	7.432146	6.016393	0.475752	0.923649	4.672995	3.293534	7.393472	6.291524	2.667689	1.752413	6.224436	7.585465	4.085827	0.162471	0.226740	8.772519	6.352126	4.460529	7.739791	9.661084	4.239201	9.278580	7.836724	8.836714	5.820910	0.761250	6.166201	6.260309	2.684998	5.009715	7.046832	3.010705	
4.660439	2.522123	3.825692	6.561337	0.761619	0.151195	1.836676	8.004816	8.164176	5.057837	4.209233	4.305092	8.600886	3.775355	2.048594	3.719128	2.188477	3.982719	3.797959	8.575723	2.493860	1.471537	9.540785	3.261451	2.019698	3.919760	8.590616	4.819353	5.105016	3.142972	0.958819	0.491562	1.407227	4.137349	2.561639	6.722878	1.386346	7.063497	4.959993	5.047084	4.580458	4.591210	5.357879	
6.539089	3.354448	5.775174	4.047427	4.417017	8.337444	2.323320	8.547028	1.449299	5.139223	3.471173	2.455127	3.677688	1.333516	9.959588	6.278099	8.034469	3.647115	8.662977	5.278066	1.044105	5.390365	4.364639	7.767712	1.259774	5.648792	5.433396	6.155185	8.138819	0.253919	6.923889	3.134761	4.457000	2.772807	7.154997	8.533629	6.801193	0.621440	1.583645	3.396875	4.691186	4.529050	3.686998	
2.195548	3.351239	9.267029	5.176055	7.703642	4.319406	5.899400	1.844089	0.848245	2.431286	9.884954	4.256477	7.812613	1.054059	2.744868	6.045606	8.214332	7.342990	5.991361	9.230663	8.938039	3.579851	4.338827	3.060486	9.426961	3.494597	5.058160	5.197748	6.702858	7.087389	7.781624	6.942456	5.753983	0.011878	3.739777	0.569920	8.461610	7.858788	9.532505	8.621319	7.611266	0.899560	5.823757	
7.177368	9.914751	6.173474	0.614240	5.654286	3.839319	1.787604	1.342999	3.565532	6.460959	8.388506	5.360079	7.278674	3.074260	5.872622	8.633885	1.107870	9.826383	9.929604	2.845760	7.954480	0.490249	7.227745	4.427607	2.345504	6.402075	0.920412	4.344776	7.855587	8.727273	2.251401	5.460250	5.239069	5.096676	4.797995	4.710952	3.149003	4.981741	6.693210	9.935418	9.929320	6.879916	1.756968	
9.599732	1.964054	0.859567	3.324251	2.945580	9.151250	7.685237	4.075055	3.586598	8.180417	9.452915	9.191683	4.774434	9.739483	9.315092	9.416192	0.086800	0.791611	9.539042	5.958649	2.559153	5.282197	1.783907	6.884325	3.401354	1.421992	1.147590	1.857724	0.171101	7.966211	8.551804	1.301835	7.489563	8.131220	4.500488	9.006311	2.918776	2.991306	7.244720	0.311385	4.070203	4.664795	8.580260	

211.470428
