7.656930	4.921973	8.193670	7.639368	4.596179	4.077161	1.260240	3.076408	8.580516	2.525385	2.647309	5.625165	9.655057	8.033650	9.652733	7.693476	1.288448	9.229370	8.061804	2.788066	4.413179	9.371138	0.440571	1.141839	0.775112	7.173486	3.918943	8.894924	3.571407	9.649477	6.741860	
2.911182	7.468674	7.938281	7.396036	2.990768	4.603831	9.806617	5.996253	9.885550	9.763261	8.744142	9.487057	3.189807	3.493506	2.228995	6.886024	0.963670	8.929479	6.976216	5.261633	8.155685	4.184841	8.883271	8.731979	2.800449	9.457093	7.034382	8.343857	0.819248	3.458748	8.090373	
7.134076	0.126772	3.778783	4.565286	4.232117	3.183981	8.025408	4.826037	3.172153	9.217358	2.336316	5.282395	7.900241	6.882078	7.342518	7.210616	9.335456	6.292060	3.944636	6.195362	9.525162	5.020855	9.952272	4.702060	4.342588	7.262605	0.717716	9.492629	6.285727	7.393971	8.509272	
1.397147	0.182410	6.367579	6.957177	4.212670	2.255778	4.136072	5.871601	4.904039	7.818194	8.005082	9.985573	6.835644	5.457986	3.846027	2.893519	5.394512	6.172550	7.690889	3.713457	0.241656	5.806439	8.965498	2.250081	9.883063	7.043044	7.497326	5.515875	3.494116	3.651738	3.071071	
4.373239	5.763467	9.869500	0.262769	8.626100	2.184289	6.566304	4.320468	2.901344	7.199186	1.543518	2.986876	9.952238	1.211669	7.310058	7.246320	5.941135	4.813877	0.283951	6.375241	6.094083	9.862272	7.242787	9.558843	7.135435	7.677348	6.464107	5.685658	7.874858	2.932064	6.217517	
6.694993	8.017808	5.804886	6.101913	9.420160	8.892889	9.923707	9.705362	4.512200	9.680452	6.381255	0.620435	4.163419	4.838486	4.253408	7.304233	4.604337	0.917082	5.411490	9.770550	2.427841	0.143880	2.933316	4.087818	4.317567	3.168873	8.474829	1.816157	8.721205	0.386124	8.754959	
7.820082	9.712943	9.832879	7.725917	3.327187	7.104199	4.500663	8.276667	5.241966	6.812058	3.174445	2.656143	4.885463	9.664029	6.372318	4.885918	5.028471	9.729019	9.516400	1.590602	9.605339	1.015910	9.852136	1.680930	2.073830	9.244992	2.638640	0.928544	2.656819	5.797908	9.627854	
0.759754	0.551607	5.004049	5.690657	0.513821	5.956453	8.110867	3.448015	1.947568	8.844690	7.714131	7.932371	5.981046	6.029005	3.738031	5.209070	8.307217	3.946984	5.128099	0.497736	3.605920	1.857970	3.092054	0.657463	4.153687	0.083153	8.814717	5.788055	5.368197	3.146457	7.607544	
2.045336	9.298090	9.254739	5.056498	0.674474	0.211186	3.745423	9.693220	7.711386	7.437735	2.594249	6.837354	4.225595	3.232849	4.803148	3.693794	1.048933	8.670005	0.058795	8.329528	7.149644	6.381202	2.137874	8.206054	0.177546	7.799956	0.889915	3.059393	9.317822	2.103167	7.403696	
9.904202	3.438270	5.040528	4.827450	0.793545	0.567758	1.742147	6.803413	5.250600	4.638150	8.027648	9.165227	8.759993	8.791191	6.751063	1.274721	4.753421	0.638350	2.948374	2.562966	2.126917	7.458104	3.681254	3.432822	6.872323	2.435561	5.937006	0.732913	4.286541	5.333717	3.687993	
8.746430	1.058370	1.629982	2.205310	9.904061	4.039891	6.639496	9.528650	5.257976	1.499126	9.486087	2.693529	5.548681	6.541114	2.923680	5.707658	8.735562	3.934175	5.974679	0.317486	7.128607	9.243768	8.138932	5.628175	9.462070	5.896282	9.052041	9.157290	9.695859	3.380540	6.621059	
4.063958	8.617231	9.817249	1.851481	4.255002	3.451768	2.838984	5.060629	8.865213	2.275589	5.871737	8.870201	0.315231	2.131158	6.868690	0.234559	4.395416	0.783930	8.548550	1.693342	5.772277	0.488068	2.104180	9.264365	7.714104	8.295254	5.238179	4.712252	2.114112	9.643493	6.452982	
2.022790	2.283857	7.452101	3.346169	3.429817	8.717399	9.163839	6.742301	4.645754	3.823614	1.267280	8.541945	6.979677	5.654228	9.620312	5.147963	4.000682	9.897777	8.905127	4.833359	7.974162	7.381540	5.103161	8.570145	4.626987	7.319766	2.935118	3.791314	2.298551	2.307611	9.070880	
7.477052	9.587255	9.311082	1.567942	5.896028	0.079127	4.876721	5.299926	4.806543	8.255667	2.888988	2.281164	1.935418	9.117889	6.928729	3.722216	7.367869	7.077155	8.165338	3.004881	1.673872	6.838104	6.961839	4.839737	8.272502	0.667475	6.937218	9.403370	9.678026	6.340966	9.211251	
1.946905	5.578122	5.177122	4.745275	4.122859	3.596592	1.638319	1.550811	8.163268	4.975473	9.720920	1.772058	7.718163	2.044625	8.064644	1.227413	1.170011	0.225498	8.007725	2.387570	1.726490	3.019933	4.678921	9.378311	1.764230	9.936523	3.822952	4.268960	3.737453	0.002364	6.439495	
5.410483	9.257147	0.967742	8.684893	2.866712	3.513755	3.238530	7.760749	5.343244	7.699299	2.980868	5.005267	6.681608	0.812613	3.525521	4.454891	3.885895	9.716077	2.929012	1.225519	2.186615	7.488560	7.238323	5.212915	8.058311	6.320947	1.181050	2.100420	7.412496	6.985001	9.803318	
5.866118	2.442831	0.064732	5.314704	2.691802	4.664649	9.373645	1.838196	7.087724	6.564009	4.590393	8.610007	9.691020	3.383412	0.842119	1.268871	0.926952	3.379018	4.570190	8.209009	5.519656	5.136513	3.687141	0.278606	9.555785	5.586828	4.752119	2.725533	6.761702	0.568853	8.559846	
0.182208	9.346834	5.504268	5.965020	2.094058	4.036626	5.211480	1.305717	7.000056	4.239786	2.069719	0.498869	8.005161	0.623855	5.605712	0.948082	4.235273	8.020573	7.566802	1.903694	7.665547	0.405078	0.488381	0.808974	5.222265	2.928702	2.461522	5.220371	9.518723	4.323850	4.070768	
7.515272	7.737843	0.686057	4.434843	3.350767	2.012560	2.412044	4.758162	8.862749	0.321401	1.604845	5.435221	1.027519	4.234068	5.324786	0.922628	0.902782	1.089607	8.514642	5.315314	8.179770	9.579768	2.193591	4.188774	5.481216	0.991132	0.547564	7.677778	8.688092	0.996138	1.002544	
8.288959	4.432012	3.968175	0.985977	2.282499	4.970621	5.653897	7.110061	9.047020	3.252352	7.753637	1.547203	1.890353	0.337946	1.837042	9.978819	2.798670	9.318735	6.444154	1.167146	1.940422	3.299330	1.243828	9.605026	8.329876	4.141765	4.639963	1.511124	0.595184	4.426664	8.431943	
0.596020	3.140403	5.988585	1.531432	3.786265	7.081216	2.854100	2.572130	0.595608	0.248401	9.791237	1.070523	8.897441	3.912088	2.001613	2.362632	5.526280	7.886627	7.410362	3.502976	4.573767	5.592814	6.384557	8.048474	5.501640	6.177502	5.868059	5.619787	3.262514	0.226253	4.659912	

156.202118
