0.798908	3.866279	3.720834	1.446476	6.547362	7.140601	0.674363	3.479426	2.133828	5.166256	3.977869	9.025354	4.764042	2.100682	8.908637	1.836576	7.674080	1.888868	9.922236	9.346978	5.601077	8.877902	9.041639	5.443492	8.778955	2.296666	
6.345359	1.810147	0.184430	1.613835	6.661101	8.011111	0.799985	9.003620	2.133053	5.538215	7.988034	5.889144	9.695581	4.461574	5.776466	9.975884	4.932161	2.351389	2.854179	9.253937	1.872257	0.733794	8.795582	3.528677	7.676029	1.982509	
1.663360	1.414424	1.719711	5.428155	8.095796	4.001442	5.740637	8.809506	5.340758	6.013446	0.418702	1.403215	0.117287	4.092508	6.804942	4.364223	4.613018	7.261457	9.223550	4.673916	7.347961	1.728949	0.217320	8.239336	1.310033	4.792758	
3.382040	0.422266	7.738109	1.721075	9.226517	9.322090	2.639735	4.758027	9.635852	9.152324	3.190361	9.104185	4.619472	4.865622	1.174918	1.727460	4.193758	2.687996	5.931378	6.763649	6.011312	1.297708	8.133053	6.369277	4.381607	8.314918	
8.237443	7.447026	7.454115	9.557249	7.695128	0.664978	4.857823	7.330181	1.072780	6.102732	8.800106	1.582948	3.907061	3.858331	4.136129	9.393686	2.551884	0.120877	5.535181	5.184009	0.481475	7.789057	4.457949	7.601301	9.829395	6.836016	
8.706119	2.336533	2.497116	5.697012	3.951277	1.595000	7.425627	7.875758	6.379607	3.468801	8.983700	5.383593	9.763225	9.174573	0.795730	6.821910	4.690833	3.658664	4.437036	7.737810	1.241395	2.808831	0.981087	1.605578	0.267666	8.198510	
6.520108	3.755369	8.673470	3.562624	2.971461	8.657053	2.641630	7.405287	2.630967	1.568414	4.171303	3.643011	9.334854	2.536285	5.488241	2.381359	4.182560	5.217782	4.898806	1.193892	5.213105	8.247876	2.876435	2.020546	9.739297	1.915659	
3.379974	1.408315	5.552085	9.786503	7.987029	1.370090	0.381456	5.187216	2.733438	7.797255	7.677137	4.416298	3.290417	6.343235	9.431058	4.182868	8.213263	2.657700	4.261465	1.780663	3.489401	0.837036	0.485040	4.243075	4.975173	9.275240	
1.344294	7.266491	6.899369	6.466311	0.027929	8.957177	9.433638	6.446491	1.279990	2.606970	2.689407	6.049988	7.524193	5.636504	0.363947	6.410962	0.735542	4.744077	7.712578	9.278596	8.223227	9.658560	4.655297	4.864798	1.826481	1.444124	
1.932430	9.724840	9.476711	7.952105	4.429536	0.256313	1.578816	9.970060	2.148143	2.676222	0.583085	2.874647	8.735692	5.070723	6.941999	1.506086	3.409387	7.515170	5.711330	0.477979	1.116436	7.068224	1.483383	0.081177	7.850102	6.470812	

130.010852
